,author_name,personal_rating,review_date,review_text,review_acquisition_date,google_url,biz_id
761,Huang Jin,5,2 年前,"推推推！超好吃的素食，好喜歡，會再度來吃喔

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
762,"Michael, YC Yang",4,2 年前,"炸豆包和鹹酥雞還可以，花椰菜通心粉和義大利面麵普通，在比較體面的素食店之列排中上

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
763,黃韻宇,5,2 年前,"松露燉飯超好吃，出餐快速！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
764,劉豈吟,5,2 年前,"麻辣臭豆腐好吃! 薯條不會太油，很不錯!

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
765,黃馨慧,5,2 年前,"超級好吃，環境乾淨，出餐快。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
766,Julia Huang,5,2 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
767,candy yang,5,2 年前,"下山順路來吃吃喝喝～

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
768,Jean Liu,5,2 年前,"好吃用心！環境友善！已經來用餐過很多次。推薦蕈菇燉飯。下次會再來光顧！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
769,Charles 王凱世,5,2 年前,"北投蔬食者的好地方 多種選擇^_^

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUktQVU=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
770,Shawn Summer,5,2 年前,"下次一定要再來蒔蘿餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
771,Sally Huang,5,2 年前,"下次我還要再來蒔蘿餐廳！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
772,Chiu Chiu,5,2 年前,"下次我一定要再來蒔蘿餐廳！ 健康又好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
773,Shana Li,4,2 年前,"炒泡麵不是原本以為的細麵  
而是比較粗的那種  
剛好吸附了醬汁的味道  
配上1:1的菜量，每一口的層次都很豐富  
烘蛋十分厚實  
裡面也有許多材料，吃完蠻飽的

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
774,chang Sandy,5,2 年前,"用餐環境佳，店員親切！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
775,高美英,5,2 年前,"餐點花樣多，健康營養食品

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
776,Jack Chen,5,2 年前,"鹹酥雞義大利麵超好吃的 大推！！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
777,陳建志,5,2 年前,"餐點多樣化,食材新鮮美味。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
778,Michelle luh,5,2 年前,"好友相聚好吃的餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
779,lala tsai,5,2 年前,"用餐環境舒服，餐點也很不錯，用料實在

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlnZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
780,Guten Tag,5,2 年前,"餐點好吃，環境舒適，價格合理！！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
781,蘇文怜,3,2 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
782,Yu Ho,5,2 年前,"環境舒適  
餐點口味不錯  
有兒童椅

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
783,王淑曄,5,2 年前,"美味蔬食，挑動味蕾  
路過北投不可錯過

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
784,蔡育婷Strawberry,5,2 年前,"距離北投捷運站2號出口走路約1-2分鐘就抵達，很方便且價格實惠，環境又溫馨，推薦給吃素的你們

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
785,teresa liou,5,2 年前,"與好朋友歡聚用餐，好吃，下次再來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
786,Shwu-huey Lin,5,2 年前,"與好友在北投餐敘，服務人員接待親切，產品說明清楚，令人用餐愉快！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
787,郭東泓,4,2 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
788,彭湫雯,5,2 年前,"是一家素食店，東西好吃不貴，推薦！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
789,CHI,5,2 年前,"燉飯好吃，大家有空可以來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlqQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
790,陳秀鳳,5,2 年前,"氣氛好素食者都會喜歡

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
791,蔡昇宜,5,2 年前,"食材天然。好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
792,陳彥妏,5,2 年前,"我下次一定要再來蒔蘿餐廳啦

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
793,張聖傑,5,2 年前,"好吃 分享給大家 很棒的一家蔬食餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
794,廖為義,5,2 年前,"草茶好好喝

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
795,Nita Lee,5,2 年前,"好環靜，好餐食，好態度

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
796,鄭麗妍,5,2 年前,"清香美味！好吃極了！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
797,林愛能,5,2 年前,"美食，當之無愧

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
798,WEN HUA WU,5,2 年前,"很棒！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
799,李岱子,5,2 年前,"我不是素食主義者，偶爾吃素。  
但這間蔬食餐廳沒有素食的油耗味（很重要）  
今天我們餐點是「青醬松子堅果野菇義大利麵」  
「咖哩烏龍麵」、「瑪格麗特披薩」味道非常好，手工披薩皮好Q,松子醬也超道地的好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlsZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
800,許麗珍,5,2 年前,"素食好選擇，燉飯好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
801,amy shiu,5,2 年前,"這家素食很好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
802,張旻淇,5,2 年前,"環境優雅餐點好可口

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
803,薇尋,5,2 年前,"好好吃一頓

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
804,邵強笙,5,2 年前,"好吃喔

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
805,Sarah Chou,5,2 年前,"好吃，都很好吃！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
806,文林國小陳仁貴,5,2 年前,"出餐速度超快，東西好吃，讚

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
807,陳明福Tony fu,5,2 年前,"青將松子堅果野菇義大利麵太好吃了⋯⋯健康大家可以來推薦

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
808,Su Wu,5,2 年前,"好地方大家可以一起用餐可以推薦⋯⋯餐點非常好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
809,張楊善,5,2 年前,"和女兒很悠閒地在此用餐聊天，十分愜意。今日享用了現烤松子青醬起司鮮菇披薩，香酥可口；番茄義大利麵的醬料，微酸開味；都是很棒的選項。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlvQVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
810,LeoLou,5,2 年前,"餐點好吃可以跟大家推薦

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
811,林固本,5,2 年前,"批薩好好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
812,李來芳,5,2 年前,"奶油飯意大利麵好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
813,yunlinhuang,5,2 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
814,高天樂,5,2 年前,"店門很美植物很療癒，地方很棒~離捷運站很近，很好覓食的地方~餐點也很合理，服務員也很親切店也很溫馨

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
815,呂依霜,5,2 年前,"披薩香氣和口感很好，冷了一樣好吃。在捷運站對面，停車也方便，適合親朋好友聚餐

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
816,Ian Chen,5,2 年前,"非常好吃的餐點！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
817,Chiarong Wu,5,2 年前,"蔬食餐點種類很多，跟天母時蘿一樣是純蔬食餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
818,HONG WU,5,2 年前,"餐點豐富，下次還要再來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
819,Hsiao-Chuan Hsia,5,2 年前,"色香味具全  
  
(由 Google 提供翻譯)  
色香味俱全

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlxZ1k=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
820,范明倫,5,2 年前,"很不錯  
很好吃  
很推薦  
捷運方便的餐廳喔⋯⋯

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
821,范宸瑄,5,2 年前,"大推豆包酥排、夏威夷披薩（起司多很讚）、炸物拼盤

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
822,飯糰,5,2 年前,"石鍋拌飯非常好吃！！份量也夠

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
823,吳怡萱,5,2 年前,"地點方便，推薦下次再來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
824,李思嫺,5,2 年前,"東西好好吃有來北投必定要來喔

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
825,Sharon CHEN,5,2 年前,"餐點很棒！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUl0QVk=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
