,file_name_1,category_new
14323,14323,日式
14325,14325,日式
14326,14326,台灣小吃/熱炒店
14327,14327,中式
14329,14329,中式
14330,14330,咖啡甜點
14331,14331,異國料理
14332,14332,台灣小吃/熱炒店
14336,14336,韓式
14337,14337,日式
14340,14340,南洋
14343,14343,南洋
14345,14345,火鍋
14347,14347,中式
14349,14349,中式
14350,14350,早午餐
14351,14351,咖啡甜點
14352,14352,異國料理
14354,14354,南洋
14358,14358,素食
14360,14360,素食
14361,14361,素食
14363,14363,台灣小吃/熱炒店
14365,14365,素食
14367,14367,素食
14370,14370,中式
14372,14372,異國料理
14373,14373,早午餐
14374,14374,中式
14375,14375,台灣小吃/熱炒店
14376,14376,咖啡甜點
14378,14378,咖啡甜點
14379,14379,咖啡甜點
14380,14380,咖啡甜點
14381,14381,咖啡甜點
14382,14382,咖啡甜點
14383,14383,咖啡甜點
14384,14384,咖啡甜點
14385,14385,咖啡甜點
14386,14386,咖啡甜點
14387,14387,咖啡甜點
14389,14389,台灣小吃/熱炒店
14391,14391,台灣小吃/熱炒店
14392,14392,台灣小吃/熱炒店
14393,14393,台灣小吃/熱炒店
14394,14394,台灣小吃/熱炒店
14395,14395,早午餐
14396,14396,台灣小吃/熱炒店
14397,14397,早午餐
14398,14398,早午餐
14399,14399,早午餐
14400,14400,早午餐
14401,14401,早午餐
14402,14402,早午餐
14403,14403,早午餐
14404,14404,早午餐
14405,14405,早午餐
14406,14406,早午餐
14407,14407,早午餐
14408,14408,早午餐
14409,14409,意式
14410,14410,咖啡甜點
14411,14411,咖啡甜點
14412,14412,咖啡甜點
14414,14414,咖啡甜點
14416,14416,咖啡甜點
14418,14418,咖啡甜點
14419,14419,咖啡甜點
14420,14420,台灣小吃/熱炒店
14421,14421,台灣小吃/熱炒店
14422,14422,日式
14423,14423,日式
14424,14424,日式
14426,14426,台灣小吃/熱炒店
14427,14427,早午餐
14428,14428,台灣小吃/熱炒店
14429,14429,台灣小吃/熱炒店
14430,14430,日式
14434,14434,美式
14436,14436,台灣小吃/熱炒店
14440,14440,中式
14441,14441,日式
14442,14442,中式
14443,14443,日式
14444,14444,異國料理
14445,14445,燒烤店
14446,14446,台灣小吃/熱炒店
14449,14449,異國料理
14450,14450,早午餐
14452,14452,火鍋
14453,14453,火鍋
14454,14454,火鍋
14456,14456,火鍋
14457,14457,火鍋
14459,14459,台灣小吃/熱炒店
14461,14461,台灣小吃/熱炒店
14462,14462,火鍋
14463,14463,火鍋
14464,14464,異國料理
14465,14465,台灣小吃/熱炒店
14466,14466,台灣小吃/熱炒店
14468,14468,日式
14469,14469,台灣小吃/熱炒店
14470,14470,咖啡甜點
14472,14472,咖啡甜點
14473,14473,中式
14475,14475,早午餐
14477,14477,中式
14478,14478,日式
14479,14479,中式
14480,14480,日式
14481,14481,台灣小吃/熱炒店
14485,14485,中式
14486,14486,中式
14488,14488,台灣小吃/熱炒店
14490,14490,美式
14491,14491,日式
14492,14492,台灣小吃/熱炒店
14494,14494,日式
14496,14496,日式
14498,14498,中式
14499,14499,咖啡甜點
14500,14500,日式
14502,14502,美式
14504,14504,台灣小吃/熱炒店
14505,14505,咖啡甜點
14507,14507,意式
14508,14508,意式
14509,14509,意式
14510,14510,意式
14513,14513,意式
14515,14515,早午餐
14516,14516,台灣小吃/熱炒店
14517,14517,意式
14518,14518,台灣小吃/熱炒店
14519,14519,中式
14520,14520,日式
14521,14521,日式
14523,14523,台灣小吃/熱炒店
14526,14526,異國料理
14527,14527,咖啡甜點
14528,14528,早午餐
14531,14531,早午餐
14532,14532,酒吧/餐酒館
14534,14534,中式
14536,14536,台灣小吃/熱炒店
14539,14539,台灣小吃/熱炒店
14540,14540,早午餐
14541,14541,台灣小吃/熱炒店
14543,14543,異國料理
14545,14545,中式
14546,14546,中式
14547,14547,中式
14548,14548,中式
14549,14549,中式
14550,14550,中式
14551,14551,台灣小吃/熱炒店
14552,14552,中式
14553,14553,台灣小吃/熱炒店
14555,14555,素食
14557,14557,早午餐
14559,14559,台灣小吃/熱炒店
14561,14561,意式
14562,14562,中式
14563,14563,台灣小吃/熱炒店
14564,14564,異國料理
14565,14565,南洋
14568,14568,中式
14569,14569,台灣小吃/熱炒店
14570,14570,異國料理
14571,14571,中式
14572,14572,中式
14573,14573,中式
14574,14574,中式
14575,14575,中式
14577,14577,中式
14578,14578,中式
14579,14579,台灣小吃/熱炒店
14580,14580,中式
14581,14581,中式
14583,14583,日式
14584,14584,南洋
14585,14585,台灣小吃/熱炒店
14586,14586,台灣小吃/熱炒店
14587,14587,台灣小吃/熱炒店
14593,14593,台灣小吃/熱炒店
14594,14594,台灣小吃/熱炒店
14595,14595,日式
14596,14596,咖啡甜點
14598,14598,早午餐
14599,14599,咖啡甜點
14600,14600,素食
14601,14601,素食
14602,14602,素食
14604,14604,美式
14605,14605,南洋
14608,14608,早午餐
14610,14610,台灣小吃/熱炒店
14612,14612,咖啡甜點
14613,14613,日式
14615,14615,中式
14617,14617,中式
14619,14619,中式
14621,14621,咖啡甜點
14622,14622,異國料理
14624,14624,台灣小吃/熱炒店
14625,14625,中式
14628,14628,異國料理
14629,14629,早午餐
14631,14631,咖啡甜點
14632,14632,咖啡甜點
14633,14633,咖啡甜點
14634,14634,咖啡甜點
14636,14636,咖啡甜點
14638,14638,咖啡甜點
14639,14639,早午餐
14640,14640,早午餐
14642,14642,早午餐
14643,14643,早午餐
14644,14644,早午餐
14645,14645,早午餐
14646,14646,早午餐
14647,14647,早午餐
14648,14648,早午餐
14649,14649,早午餐
14650,14650,早午餐
14651,14651,早午餐
14652,14652,早午餐
14654,14654,素食
14655,14655,咖啡甜點
14656,14656,咖啡甜點
14657,14657,咖啡甜點
14658,14658,咖啡甜點
14660,14660,火鍋
14661,14661,台灣小吃/熱炒店
14662,14662,火鍋
14663,14663,咖啡甜點
14664,14664,咖啡甜點
14667,14667,咖啡甜點
14669,14669,咖啡甜點
14670,14670,咖啡甜點
14672,14672,咖啡甜點
14673,14673,咖啡甜點
14675,14675,台灣小吃/熱炒店
14676,14676,咖啡甜點
14677,14677,咖啡甜點
14681,14681,咖啡甜點
14683,14683,異國料理
14685,14685,咖啡甜點
14687,14687,火鍋
14688,14688,台灣小吃/熱炒店
14691,14691,台灣小吃/熱炒店
14695,14695,日式
14696,14696,台灣小吃/熱炒店
14699,14699,早午餐
14700,14700,異國料理
14703,14703,美式
14704,14704,早午餐
14705,14705,早午餐
14707,14707,咖啡甜點
14708,14708,咖啡甜點
14709,14709,咖啡甜點
14711,14711,咖啡甜點
14712,14712,咖啡甜點
14713,14713,咖啡甜點
14715,14715,咖啡甜點
14716,14716,咖啡甜點
14719,14719,意式
14722,14722,台灣小吃/熱炒店
14723,14723,台灣小吃/熱炒店
14726,14726,中式
14728,14728,美式
14729,14729,酒吧/餐酒館
14730,14730,早午餐
14731,14731,美式
14732,14732,日式
14734,14734,日式
14743,14743,中式
14746,14746,咖啡甜點
14748,14748,燒烤店
14749,14749,中式
14751,14751,南洋
14755,14755,台灣小吃/熱炒店
14756,14756,早午餐
14761,14761,素食
14765,14765,酒吧/餐酒館
14769,14769,咖啡甜點
14770,14770,台灣小吃/熱炒店
14771,14771,咖啡甜點
14772,14772,咖啡甜點
14773,14773,咖啡甜點
14777,14777,早午餐
14780,14780,早午餐
14781,14781,早午餐
14782,14782,早午餐
14783,14783,咖啡甜點
14784,14784,美式
14787,14787,咖啡甜點
14788,14788,咖啡甜點
14792,14792,早午餐
14793,14793,日式
14794,14794,燒烤店
14795,14795,日式
14796,14796,美式
14797,14797,早午餐
14798,14798,咖啡甜點
14799,14799,咖啡甜點
14800,14800,咖啡甜點
14801,14801,咖啡甜點
14802,14802,咖啡甜點
14803,14803,火鍋
14804,14804,火鍋
14805,14805,日式
14807,14807,火鍋
14808,14808,火鍋
14809,14809,火鍋
14812,14812,日式
14813,14813,日式
14814,14814,日式
14815,14815,火鍋
14820,14820,中式
14822,14822,台灣小吃/熱炒店
14823,14823,火鍋
14824,14824,火鍋
14825,14825,中式
14826,14826,日式
14829,14829,台灣小吃/熱炒店
14830,14830,早午餐
14832,14832,台灣小吃/熱炒店
14834,14834,中式
14836,14836,日式
14837,14837,台灣小吃/熱炒店
14838,14838,早午餐
14841,14841,中式
14842,14842,台灣小吃/熱炒店
14845,14845,日式
14846,14846,咖啡甜點
14847,14847,台灣小吃/熱炒店
14848,14848,日式
14850,14850,咖啡甜點
14851,14851,咖啡甜點
14852,14852,咖啡甜點
14855,14855,咖啡甜點
14857,14857,咖啡甜點
14860,14860,咖啡甜點
14861,14861,咖啡甜點
14863,14863,咖啡甜點
14864,14864,中式
14866,14866,日式
14867,14867,日式
14868,14868,日式
14869,14869,日式
14870,14870,日式
14871,14871,日式
14873,14873,日式
14874,14874,中式
14875,14875,日式
14876,14876,日式
14877,14877,日式
14878,14878,日式
14879,14879,早午餐
14881,14881,咖啡甜點
14883,14883,台灣小吃/熱炒店
14884,14884,日式
14887,14887,早午餐
14888,14888,異國料理
14889,14889,異國料理
14891,14891,早午餐
14893,14893,酒吧/餐酒館
14897,14897,中式
14900,14900,咖啡甜點
14901,14901,美式
14902,14902,早午餐
14904,14904,火鍋
14905,14905,中式
14906,14906,台灣小吃/熱炒店
14907,14907,火鍋
14908,14908,台灣小吃/熱炒店
14911,14911,中式
14912,14912,中式
14913,14913,咖啡甜點
14915,14915,台灣小吃/熱炒店
14916,14916,中式
14917,14917,台灣小吃/熱炒店
14918,14918,咖啡甜點
14919,14919,異國料理
14920,14920,異國料理
14922,14922,意式
14923,14923,早午餐
14924,14924,中式
14925,14925,中式
14927,14927,中式
14928,14928,南洋
14929,14929,台灣小吃/熱炒店
14931,14931,素食
14933,14933,意式
14934,14934,台灣小吃/熱炒店
14935,14935,中式
14937,14937,台灣小吃/熱炒店
14938,14938,台灣小吃/熱炒店
14940,14940,意式
14941,14941,意式
14942,14942,咖啡甜點
14944,14944,咖啡甜點
14946,14946,日式
14947,14947,日式
14948,14948,日式
14949,14949,火鍋
14950,14950,早午餐
14952,14952,早午餐
14953,14953,中式
14955,14955,台灣小吃/熱炒店
14956,14956,日式
14960,14960,中式
14962,14962,早午餐
14965,14965,中式
14966,14966,台灣小吃/熱炒店
14967,14967,早午餐
14969,14969,台灣小吃/熱炒店
14970,14970,中式
14971,14971,台灣小吃/熱炒店
14972,14972,台灣小吃/熱炒店
14973,14973,中式
14974,14974,台灣小吃/熱炒店
14976,14976,台灣小吃/熱炒店
14980,14980,中式
14981,14981,中式
14982,14982,台灣小吃/熱炒店
14986,14986,日式
14988,14988,韓式
14989,14989,早午餐
14990,14990,火鍋
14991,14991,早午餐
14992,14992,日式
14993,14993,燒烤店
14994,14994,咖啡甜點
14995,14995,日式
14996,14996,咖啡甜點
14998,14998,早午餐
15001,15001,酒吧/餐酒館
15002,15002,意式
15004,15004,中式
15005,15005,台灣小吃/熱炒店
15009,15009,台灣小吃/熱炒店
15011,15011,早午餐
15012,15012,中式
15013,15013,咖啡甜點
15014,15014,日式
15015,15015,早午餐
15016,15016,中式
15017,15017,中式
15019,15019,日式
15023,15023,中式
15024,15024,南洋
15025,15025,台灣小吃/熱炒店
15028,15028,日式
15029,15029,南洋
15030,15030,中式
15031,15031,台灣小吃/熱炒店
15033,15033,早午餐
15034,15034,中式
15035,15035,早午餐
15036,15036,燒烤店
15038,15038,南洋
15039,15039,中式
15043,15043,南洋
15045,15045,台灣小吃/熱炒店
15046,15046,咖啡甜點
15048,15048,素食
15049,15049,素食
15050,15050,素食
15052,15052,素食
15053,15053,素食
15054,15054,咖啡甜點
15055,15055,台灣小吃/熱炒店
15056,15056,台灣小吃/熱炒店
15057,15057,酒吧/餐酒館
15058,15058,咖啡甜點
15060,15060,咖啡甜點
15061,15061,咖啡甜點
15064,15064,咖啡甜點
15065,15065,咖啡甜點
15066,15066,咖啡甜點
15067,15067,咖啡甜點
15068,15068,咖啡甜點
15069,15069,咖啡甜點
15070,15070,咖啡甜點
15071,15071,咖啡甜點
15072,15072,咖啡甜點
15073,15073,咖啡甜點
15074,15074,咖啡甜點
15075,15075,咖啡甜點
15076,15076,咖啡甜點
15077,15077,咖啡甜點
15078,15078,咖啡甜點
15083,15083,咖啡甜點
15085,15085,早午餐
15086,15086,早午餐
15087,15087,早午餐
15088,15088,早午餐
15089,15089,台灣小吃/熱炒店
15090,15090,中式
15092,15092,台灣小吃/熱炒店
15094,15094,台灣小吃/熱炒店
15096,15096,素食
15097,15097,咖啡甜點
15098,15098,早午餐
15099,15099,早午餐
15100,15100,早午餐
15101,15101,早午餐
15102,15102,早午餐
15103,15103,早午餐
15105,15105,早午餐
15106,15106,早午餐
15107,15107,早午餐
15108,15108,早午餐
15109,15109,早午餐
15110,15110,早午餐
15111,15111,早午餐
15114,15114,咖啡甜點
15115,15115,咖啡甜點
15117,15117,咖啡甜點
15118,15118,咖啡甜點
15119,15119,咖啡甜點
15120,15120,咖啡甜點
15122,15122,咖啡甜點
15123,15123,咖啡甜點
15124,15124,咖啡甜點
15125,15125,咖啡甜點
15126,15126,咖啡甜點
15127,15127,咖啡甜點
15128,15128,咖啡甜點
15131,15131,咖啡甜點
15133,15133,咖啡甜點
15134,15134,咖啡甜點
15135,15135,咖啡甜點
15136,15136,酒吧/餐酒館
15137,15137,台灣小吃/熱炒店
15138,15138,台灣小吃/熱炒店
15139,15139,早午餐
15140,15140,早午餐
15142,15142,咖啡甜點
15143,15143,咖啡甜點
15145,15145,咖啡甜點
15149,15149,咖啡甜點
15150,15150,咖啡甜點
15152,15152,咖啡甜點
15153,15153,咖啡甜點
15154,15154,咖啡甜點
15155,15155,咖啡甜點
15156,15156,台灣小吃/熱炒店
15157,15157,咖啡甜點
15159,15159,台灣小吃/熱炒店
15160,15160,台灣小吃/熱炒店
15164,15164,早午餐
15165,15165,早午餐
15166,15166,早午餐
15167,15167,早午餐
15168,15168,台灣小吃/熱炒店
15169,15169,中式
15171,15171,台灣小吃/熱炒店
15172,15172,中式
15174,15174,中式
15175,15175,中式
15178,15178,台灣小吃/熱炒店
15179,15179,中式
15180,15180,台灣小吃/熱炒店
15181,15181,中式
15184,15184,咖啡甜點
15185,15185,咖啡甜點
15186,15186,咖啡甜點
15187,15187,咖啡甜點
15188,15188,咖啡甜點
15189,15189,異國料理
15190,15190,日式
15192,15192,台灣小吃/熱炒店
15193,15193,中式
15194,15194,中式
15197,15197,台灣小吃/熱炒店
15198,15198,火鍋
15199,15199,台灣小吃/熱炒店
15200,15200,台灣小吃/熱炒店
15204,15204,中式
15208,15208,火鍋
15209,15209,中式
15211,15211,日式
15212,15212,素食
15213,15213,台灣小吃/熱炒店
15214,15214,日式
15215,15215,中式
15216,15216,台灣小吃/熱炒店
15219,15219,燒烤店
15220,15220,早午餐
15221,15221,早午餐
15222,15222,日式
15223,15223,咖啡甜點
15224,15224,台灣小吃/熱炒店
15226,15226,中式
15227,15227,台灣小吃/熱炒店
15228,15228,台灣小吃/熱炒店
15229,15229,台灣小吃/熱炒店
15232,15232,早午餐
15233,15233,台灣小吃/熱炒店
15234,15234,中式
15236,15236,日式
15237,15237,台灣小吃/熱炒店
15238,15238,日式
15242,15242,早午餐
15243,15243,早午餐
15244,15244,台灣小吃/熱炒店
15245,15245,台灣小吃/熱炒店
15246,15246,早午餐
15248,15248,早午餐
15249,15249,台灣小吃/熱炒店
15252,15252,早午餐
15257,15257,咖啡甜點
15258,15258,早午餐
15259,15259,台灣小吃/熱炒店
15261,15261,台灣小吃/熱炒店
15265,15265,咖啡甜點
15266,15266,台灣小吃/熱炒店
15267,15267,台灣小吃/熱炒店
15268,15268,早午餐
15269,15269,素食
15270,15270,素食
15271,15271,素食
15272,15272,素食
15273,15273,素食
15274,15274,素食
15279,15279,中式
15281,15281,台灣小吃/熱炒店
15283,15283,台灣小吃/熱炒店
15285,15285,早午餐
15286,15286,咖啡甜點
15290,15290,中式
15291,15291,咖啡甜點
15292,15292,韓式
15293,15293,韓式
15295,15295,早午餐
15296,15296,咖啡甜點
15297,15297,早午餐
15298,15298,早午餐
15299,15299,早午餐
15303,15303,咖啡甜點
15306,15306,台灣小吃/熱炒店
15307,15307,早午餐
15308,15308,早午餐
15309,15309,早午餐
15310,15310,早午餐
15312,15312,早午餐
15314,15314,台灣小吃/熱炒店
15316,15316,素食
15318,15318,中式
15320,15320,意式
15321,15321,早午餐
15323,15323,酒吧
15324,15324,酒吧/餐酒館
15325,15325,酒吧/餐酒館
15329,15329,咖啡甜點
15330,15330,咖啡甜點
15331,15331,咖啡甜點
15332,15332,咖啡甜點
15333,15333,咖啡甜點
15336,15336,咖啡甜點
15338,15338,早午餐
15341,15341,早午餐
15342,15342,咖啡甜點
15345,15345,台灣小吃/熱炒店
15347,15347,早午餐
15348,15348,早午餐
15350,15350,早午餐
15352,15352,意式
15353,15353,意式
15356,15356,咖啡甜點
15357,15357,咖啡甜點
15359,15359,咖啡甜點
15360,15360,咖啡甜點
15361,15361,咖啡甜點
15363,15363,咖啡甜點
15371,15371,台灣小吃/熱炒店
15373,15373,台灣小吃/熱炒店
15374,15374,台灣小吃/熱炒店
15375,15375,台灣小吃/熱炒店
15376,15376,咖啡甜點
15377,15377,早午餐
15379,15379,早午餐
15380,15380,火鍋
15386,15386,火鍋
15392,15392,異國料理
15393,15393,異國料理
15394,15394,台灣小吃/熱炒店
15395,15395,咖啡甜點
15396,15396,台灣小吃/熱炒店
15399,15399,早午餐
15400,15400,早午餐
15401,15401,早午餐
15404,15404,南洋
15406,15406,日式
15407,15407,日式
15410,15410,中式
15411,15411,中式
15414,15414,台灣小吃/熱炒店
15415,15415,火鍋
15416,15416,美式
15418,15418,中式
15419,15419,中式
15420,15420,中式
15421,15421,火鍋
15422,15422,火鍋
15423,15423,火鍋
15424,15424,美式
15426,15426,異國料理
15427,15427,台灣小吃/熱炒店
15428,15428,台灣小吃/熱炒店
15429,15429,台灣小吃/熱炒店
15430,15430,中式
15431,15431,南洋
15432,15432,日式
15433,15433,台灣小吃/熱炒店
15434,15434,日式
15435,15435,中式
15438,15438,中式
15439,15439,中式
15440,15440,中式
15441,15441,中式
15442,15442,韓式
15443,15443,日式
15444,15444,日式
15445,15445,日式
15446,15446,火鍋
15449,15449,早午餐
15450,15450,日式
15452,15452,火鍋
15453,15453,火鍋
15454,15454,中式
15455,15455,台灣小吃/熱炒店
15456,15456,中式
15457,15457,台灣小吃/熱炒店
15460,15460,中式
15461,15461,意式
15462,15462,意式
15464,15464,日式
15465,15465,意式
15466,15466,異國料理
15467,15467,咖啡甜點
15468,15468,咖啡甜點
15469,15469,中式
15470,15470,中式
15471,15471,中式
15472,15472,中式
15474,15474,中式
15476,15476,台灣小吃/熱炒店
15478,15478,台灣小吃/熱炒店
15483,15483,韓式
15484,15484,咖啡甜點
15486,15486,韓式
15487,15487,日式
15491,15491,中式
15493,15493,南洋
15495,15495,中式
15496,15496,台灣小吃/熱炒店
15497,15497,台灣小吃/熱炒店
15501,15501,咖啡甜點
15502,15502,日式
15503,15503,南洋
15504,15504,日式
15505,15505,早午餐
15506,15506,早午餐
15507,15507,咖啡甜點
15508,15508,咖啡甜點
15509,15509,素食
15510,15510,咖啡甜點
15512,15512,酒吧/餐酒館
15515,15515,台灣小吃/熱炒店
15516,15516,台灣小吃/熱炒店
15517,15517,中式
15518,15518,中式
15519,15519,台灣小吃/熱炒店
15520,15520,咖啡甜點
15521,15521,咖啡甜點
15522,15522,咖啡甜點
15523,15523,咖啡甜點
15524,15524,咖啡甜點
15525,15525,咖啡甜點
15526,15526,咖啡甜點
15527,15527,火鍋
15528,15528,火鍋
15529,15529,火鍋
15530,15530,中式
15531,15531,日式
15533,15533,中式
15536,15536,台灣小吃/熱炒店
15537,15537,台灣小吃/熱炒店
15539,15539,早午餐
15540,15540,早午餐
15541,15541,日式
15543,15543,日式
15545,15545,韓式
15546,15546,日式
15548,15548,早午餐
15549,15549,咖啡甜點
15550,15550,咖啡甜點
15551,15551,咖啡甜點
15552,15552,咖啡甜點
15554,15554,咖啡甜點
15555,15555,咖啡甜點
15556,15556,咖啡甜點
15559,15559,咖啡甜點
15560,15560,咖啡甜點
15561,15561,台灣小吃/熱炒店
15562,15562,咖啡甜點
15563,15563,咖啡甜點
15564,15564,咖啡甜點
15565,15565,咖啡甜點
15566,15566,意式
15567,15567,早午餐
15569,15569,日式
15573,15573,酒吧/餐酒館
15574,15574,美式
15579,15579,日式
15581,15581,火鍋
15585,15585,台灣小吃/熱炒店
15587,15587,中式
15589,15589,台灣小吃/熱炒店
15591,15591,中式
15593,15593,台灣小吃/熱炒店
15594,15594,美式
15595,15595,異國料理
15598,15598,異國料理
15599,15599,咖啡甜點
15600,15600,咖啡甜點
15601,15601,中式
15602,15602,早午餐
15603,15603,早午餐
15604,15604,早午餐
15605,15605,早午餐
15606,15606,早午餐
15607,15607,早午餐
15608,15608,南洋
15609,15609,咖啡甜點
15611,15611,早午餐
15613,15613,咖啡甜點
15614,15614,咖啡甜點
15615,15615,咖啡甜點
15616,15616,咖啡甜點
15617,15617,咖啡甜點
15618,15618,咖啡甜點
15619,15619,台灣小吃/熱炒店
15621,15621,中式
15622,15622,早午餐
15623,15623,咖啡甜點
15624,15624,咖啡甜點
15625,15625,咖啡甜點
15626,15626,素食
15627,15627,早午餐
15629,15629,中式
15632,15632,早午餐
15633,15633,台灣小吃/熱炒店
15634,15634,中式
15635,15635,台灣小吃/熱炒店
15637,15637,早午餐
15639,15639,日式
15640,15640,中式
15641,15641,咖啡甜點
15642,15642,咖啡甜點
15643,15643,日式
15644,15644,台灣小吃/熱炒店
15645,15645,早午餐
15646,15646,中式
15648,15648,日式
15650,15650,火鍋
15651,15651,火鍋
15652,15652,中式
15653,15653,火鍋
15654,15654,火鍋
15655,15655,中式
15656,15656,火鍋
15657,15657,火鍋
15658,15658,火鍋
15659,15659,火鍋
15660,15660,火鍋
15661,15661,火鍋
15662,15662,火鍋
15663,15663,火鍋
15664,15664,火鍋
15665,15665,日式
15666,15666,火鍋
15667,15667,火鍋
15669,15669,火鍋
15671,15671,火鍋
15673,15673,台灣小吃/熱炒店
15674,15674,台灣小吃/熱炒店
15677,15677,火鍋
15678,15678,中式
15679,15679,中式
15682,15682,中式
15683,15683,中式
15685,15685,中式
15690,15690,素食
15691,15691,火鍋
15692,15692,火鍋
15694,15694,異國料理
15695,15695,日式
15697,15697,火鍋
15698,15698,台灣小吃/熱炒店
15701,15701,中式
15702,15702,中式
15705,15705,火鍋
15707,15707,日式
15708,15708,火鍋
15709,15709,中式
15710,15710,咖啡甜點
15711,15711,咖啡甜點
15713,15713,早午餐
15715,15715,日式
15716,15716,中式
15717,15717,台灣小吃/熱炒店
15719,15719,日式
15720,15720,日式
15724,15724,早午餐
15725,15725,中式
15728,15728,日式
15729,15729,日式
15733,15733,台灣小吃/熱炒店
15736,15736,台灣小吃/熱炒店
15737,15737,意式
15738,15738,早午餐
15739,15739,日式
15740,15740,台灣小吃/熱炒店
15743,15743,台灣小吃/熱炒店
15744,15744,中式
15745,15745,中式
15746,15746,台灣小吃/熱炒店
15748,15748,中式
15749,15749,中式
15750,15750,中式
15751,15751,台灣小吃/熱炒店
15754,15754,中式
15756,15756,中式
15758,15758,台灣小吃/熱炒店
15759,15759,素食
15761,15761,中式
15762,15762,台灣小吃/熱炒店
15763,15763,日式
15764,15764,日式
15765,15765,早午餐
15769,15769,台灣小吃/熱炒店
15771,15771,中式
15773,15773,台灣小吃/熱炒店
15774,15774,台灣小吃/熱炒店
15775,15775,中式
15776,15776,中式
15777,15777,台灣小吃/熱炒店
15778,15778,咖啡甜點
15782,15782,日式
15784,15784,中式
15785,15785,中式
15786,15786,早午餐
15787,15787,中式
15788,15788,中式
15789,15789,素食
15791,15791,台灣小吃/熱炒店
15792,15792,中式
15793,15793,燒烤店
15794,15794,台灣小吃/熱炒店
15795,15795,日式
15796,15796,意式
15797,15797,日式
15798,15798,日式
15799,15799,日式
15800,15800,台灣小吃/熱炒店
15801,15801,日式
15802,15802,日式
15804,15804,早午餐
15805,15805,日式
15807,15807,日式
15808,15808,日式
15809,15809,日式
15810,15810,日式
15811,15811,日式
15812,15812,日式
15813,15813,早午餐
15815,15815,日式
15816,15816,日式
15817,15817,咖啡甜點
15818,15818,日式
15819,15819,日式
15821,15821,日式
15822,15822,日式
15827,15827,早午餐
15828,15828,早午餐
15829,15829,日式
15831,15831,日式
15833,15833,日式
15834,15834,日式
15835,15835,日式
15837,15837,日式
15838,15838,日式
15839,15839,日式
15840,15840,日式
15841,15841,日式
15842,15842,台灣小吃/熱炒店
15843,15843,日式
15844,15844,日式
15846,15846,早午餐
15847,15847,早午餐
15849,15849,早午餐
15850,15850,早午餐
15851,15851,咖啡甜點
15852,15852,早午餐
15854,15854,美式
15855,15855,早午餐
15858,15858,中式
15859,15859,咖啡甜點
15860,15860,早午餐
15861,15861,早午餐
15862,15862,早午餐
15863,15863,咖啡甜點
15864,15864,咖啡甜點
15866,15866,異國料理
15867,15867,咖啡甜點
15869,15869,早午餐
15870,15870,咖啡甜點
15871,15871,早午餐
15872,15872,早午餐
15874,15874,意式
15875,15875,早午餐
15877,15877,台灣小吃/熱炒店
15878,15878,日式
15879,15879,意式
15881,15881,南洋
15882,15882,台灣小吃/熱炒店
15885,15885,中式
15886,15886,台灣小吃/熱炒店
15887,15887,台灣小吃/熱炒店
15888,15888,台灣小吃/熱炒店
15890,15890,咖啡甜點
15891,15891,中式
15892,15892,早午餐
15893,15893,咖啡甜點
15895,15895,中式
15897,15897,早午餐
15898,15898,咖啡甜點
15901,15901,意式
15903,15903,早午餐
15904,15904,中式
15906,15906,中式
15908,15908,中式
15909,15909,中式
15910,15910,中式
15912,15912,中式
15913,15913,中式
15917,15917,中式
15918,15918,中式
15919,15919,中式
15922,15922,中式
15924,15924,中式
15926,15926,中式
15928,15928,中式
15929,15929,中式
15930,15930,中式
15931,15931,中式
15936,15936,台灣小吃/熱炒店
15937,15937,台灣小吃/熱炒店
15938,15938,早午餐
15942,15942,中式
15943,15943,中式
15944,15944,中式
15945,15945,台灣小吃/熱炒店
15947,15947,酒吧/餐酒館
15951,15951,早午餐
15952,15952,台灣小吃/熱炒店
15954,15954,台灣小吃/熱炒店
15957,15957,台灣小吃/熱炒店
15959,15959,早午餐
15961,15961,台灣小吃/熱炒店
15962,15962,台灣小吃/熱炒店
15963,15963,早午餐
15966,15966,日式
15969,15969,韓式
15970,15970,韓式
15971,15971,韓式
15972,15972,燒烤店
15974,15974,日式
15975,15975,早午餐
15983,15983,早午餐
15985,15985,日式
15986,15986,日式
15987,15987,中式
15988,15988,日式
15991,15991,中式
15993,15993,台灣小吃/熱炒店
15994,15994,早午餐
15995,15995,早午餐
15996,15996,早午餐
15997,15997,日式
16000,16000,早午餐
16001,16001,意式
16003,16003,中式
16004,16004,中式
16005,16005,異國料理
16008,16008,中式
16010,16010,早午餐
16015,16015,咖啡甜點
16017,16017,咖啡甜點
16021,16021,南洋
16022,16022,中式
16024,16024,中式
16026,16026,南洋
16027,16027,南洋
16028,16028,台灣小吃/熱炒店
16030,16030,南洋
16031,16031,南洋
16032,16032,異國料理
16033,16033,台灣小吃/熱炒店
16036,16036,日式
16037,16037,中式
16039,16039,中式
16040,16040,早午餐
16041,16041,台灣小吃/熱炒店
16042,16042,素食
16043,16043,素食
16044,16044,素食
16046,16046,素食
16047,16047,素食
16048,16048,素食
16049,16049,素食
16053,16053,早午餐
16054,16054,早午餐
16055,16055,早午餐
16056,16056,咖啡甜點
16057,16057,早午餐
16058,16058,早午餐
16059,16059,早午餐
16060,16060,酒吧/餐酒館
16063,16063,咖啡甜點
16065,16065,咖啡甜點
16066,16066,咖啡甜點
16068,16068,咖啡甜點
16069,16069,咖啡甜點
