,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
11789,https://www.google.com.tw/maps/place/%E5%A4%A7%E7%A2%97%E7%87%92%E8%87%98+%E6%B5%B7%E5%8D%97%E9%9B%9E%E9%A3%AF/data=!4m7!3m6!1s0x3442a911445f4a55:0x4283a848e320fab7!8m2!3d25.0426803!4d121.5111207!16s%2Fg%2F11qlfk42vk!19sChIJVUpfRBGpQjQRt_og40iog0I?authuser=0&hl=zh-TW&rclk=1,大碗燒臘 海南雞飯,4.4,小餐館 (Bistro),24.0,, 100台北市中正區延平南路101巷7號1樓,Plus Code: 2GV6+3C 中正區 台北市,1,1,0,0,星期二、10:30 到 14:00; 星期三、10:30 到 14:00; 星期四、10:30 到 14:00; 星期五、10:30 到 14:00; 星期六、休息; 星期日、休息; 星期一、10:30 到 14:00. 隱藏本週營業時間,, 02 2331 0466,,2022-11-22,11789,11789_大碗燒臘
11847,https://www.google.com.tw/maps/place/%E9%98%BF%E6%97%BA%E9%98%BF%E8%8F%AF%E7%82%92%E9%A3%AF%E7%82%92%E9%BA%B5/data=!4m7!3m6!1s0x3442a91510335a7d:0xb52ecc740635610e!8m2!3d25.058062!4d121.512085!16s%2Fg%2F11bxg1m5z_!19sChIJfVozEBWpQjQRDmE1BnTMLrU?authuser=0&hl=zh-TW&rclk=1,阿旺阿華炒飯炒麵,4.0,小餐館 (Bistro),407.0,$, 103台北市大同區歸綏街190號,Plus Code: 3G56+6R 大同區 台北市,1,1,0,0,星期二、11:30 到 14:30、17:00 到 21:00; 星期三、11:30 到 14:30、17:00 到 21:00; 星期四、11:30 到 14:30、17:00 到 21:00; 星期五、11:30 到 14:30、17:00 到 21:00; 星期六、休息; 星期日、11:30 到 14:30、17:00 到 20:30; 星期一、11:30 到 14:30、17:00 到 21:00. 隱藏本週營業時間,, 0916 141 515,,2022-11-22,11847,11847_阿旺阿華
11937,https://www.google.com.tw/maps/place/%E8%B5%A4%E5%B3%B0%E8%A1%97%E7%84%A1%E5%90%8D%E6%8E%92%E9%AA%A8%E9%A3%AF/data=!4m7!3m6!1s0x3442a96bf010a63d:0x40e29afdb70e2f78!8m2!3d25.0536464!4d121.5191266!16s%2Fg%2F11b7lff7z0!19sChIJPaYQ8GupQjQReC8Ot_2a4kA?authuser=0&hl=zh-TW&rclk=1,赤峰街無名排骨飯,3.7,食堂與定食餐廳,951.0,$, 103台北市大同區赤峰街4號,Plus Code: 3G39+FM 大同區 台北市,1,1,0,0,星期二、12:30 到 14:00、17:30 到 20:00; 星期三、12:30 到 14:00、17:30 到 20:00; 星期四、12:30 到 14:00、17:30 到 20:00; 星期五、12:30 到 14:00、17:30 到 20:00; 星期六、休息; 星期日、休息; 星期一、12:30 到 14:00、17:30 到 20:00. 隱藏本週營業時間,,,,2022-11-22,11937,11937_赤峰街無
12032,https://www.google.com.tw/maps/place/You%26me%E7%89%9B%E8%82%89%E9%BA%B5Bar/data=!4m7!3m6!1s0x3442ab925d3ab8b5:0x67f92873b754e521!8m2!3d25.0569817!4d121.5632675!16s%2Fg%2F11b6q3c277!19sChIJtbg6XZKrQjQRIeVUt3Mo-Wc?authuser=0&hl=zh-TW&rclk=1,You&me牛肉麵Bar,4.1,小餐館 (Bistro),488.0,$$, 105台北市松山區延壽街145號,Plus Code: 3H47+Q8 松山區 台北市,1,0,1,1,星期二、17:30 到 01:00; 星期三、17:30 到 01:00; 星期四、17:30 到 01:00; 星期五、17:30 到 01:00; 星期六、17:30 到 01:00; 星期日、17:30 到 01:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/youandme145, 02 2742 2445,,2022-11-22,12032,12032_You&
12062,https://www.google.com.tw/maps/place/%E5%85%83%E5%AF%B6%E5%BB%A3%E5%BC%8F%E8%85%B8%E7%B2%89/data=!4m7!3m6!1s0x3442abef19a53c83:0x828498f685919ebb!8m2!3d25.0435055!4d121.574249!16s%2Fg%2F11fs3x9zjn!19sChIJgzylGe-rQjQRu56RhfaYhII?authuser=0&hl=zh-TW&rclk=1,元寶廣式腸粉,4.7,小餐館 (Bistro),136.0,, 110台北市信義區永吉路278巷57弄1號,Plus Code: 2HVF+CM 信義區 台北市,1,1,0,0,星期二、休息; 星期三、09:00 到 20:00; 星期四、09:00 到 20:00; 星期五、09:00 到 20:00; 星期六、09:00 到 20:00; 星期日、09:00 到 20:00; 星期一、09:00 到 20:00. 隱藏本週營業時間,, 0968 380 787,,2022-11-22,12062,12062_元寶廣式
12078,https://www.google.com.tw/maps/place/%E5%B0%8F%E5%99%A8%E9%A3%9F%E5%A0%82%E4%B8%AD%E5%B1%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a96be70e45c1:0x3406946f6306da40!8m2!3d25.054084!4d121.519374!16s%2Fg%2F11b7l2hmkr!19sChIJwUUO52upQjQRQNoGY2-UBjQ?authuser=0&hl=zh-TW&rclk=1,小器食堂中山店,3.8,食堂與定食餐廳,908.0,$$, 103台北市大同區赤峰街27號,Plus Code: 3G39+JP 大同區 台北市,1,1,0,0,星期二、12:00 到 15:00、17:30 到 21:00; 星期三、12:00 到 15:00、17:30 到 21:00; 星期四、12:00 到 15:00、17:30 到 21:00; 星期五、12:00 到 15:00、17:30 到 21:00; 星期六、12:00 到 15:00、17:30 到 21:00; 星期日、12:00 到 15:00、17:30 到 21:00; 星期一、12:00 到 15:00、17:30 到 21:00. 隱藏本週營業時間,https://www.facebook.com/412797972135142/, 02 2559 6851,,2022-11-22,12078,12078_小器食堂
12119,https://www.google.com.tw/maps/place/%E6%B0%91%E7%94%9F%E9%9B%99%E9%80%A3%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a942763c15c3:0x33992b00c8b0e498!8m2!3d25.057677!4d121.5218398!16s%2Fg%2F11c1tlddlz!19sChIJwxU8dkKpQjQRmOSwyAArmTM?authuser=0&hl=zh-TW&rclk=1,民生雙連食堂,3.3,食堂與定食餐廳,1041.0,$$, 10491台北市中山區民生西路28號,Plus Code: 3G5C+3P 中山區 台北市,1,1,0,0,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 20:00; 星期一、11:00 到 21:30. 隱藏本週營業時間,http://www.shokudo.com.tw/, 02 2563 0322,,2022-11-22,12119,12119_民生雙連
12120,https://www.google.com.tw/maps/place/%E6%BE%8E%E6%B9%96%E6%B4%BB%E7%94%9F%E8%A0%94/data=!4m7!3m6!1s0x3442a96b1399efd3:0x3717cff11045a672!8m2!3d25.0551573!4d121.5160153!16s%2Fg%2F11gd1vsf_j!19sChIJ0--ZE2upQjQRcqZFEPHPFzc?authuser=0&hl=zh-TW&rclk=1,澎湖活生蠔,3.9,生蠔吧餐廳,47.0,, 103台北市大同區平陽街22號,Plus Code: 3G48+3C 大同區 台北市,1,1,0,0,星期二、18:00 到 02:00; 星期三、18:00 到 02:00; 星期四、18:00 到 02:00; 星期五、18:00 到 02:00; 星期六、18:00 到 02:00; 星期日、18:00 到 02:00; 星期一、休息. 隱藏本週營業時間,, 0973 383 366,,2022-11-22,12120,12120_澎湖活生
12363,https://www.google.com.tw/maps/place/%E9%BB%83%E8%A8%98%E8%80%81%E7%89%8C%E7%87%89%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a90eafe0075d:0x9c86b76f662ebb12!8m2!3d25.0455457!4d121.5077236!16s%2Fg%2F1vcjjytr!19sChIJXQfgrw6pQjQRErsuZm-3hpw?authuser=0&hl=zh-TW&rclk=1,黃記老牌燉肉飯,3.9,食堂與定食餐廳,953.0,$, 108台北市萬華區漢口街二段25號,Plus Code: 2GW5+63 萬華區 台北市,1,1,0,0,星期二、10:00 到 18:00; 星期三、10:00 到 18:00; 星期四、休息; 星期五、10:00 到 18:00; 星期六、10:00 到 18:00; 星期日、休息; 星期一、10:00 到 18:00. 隱藏本週營業時間,https://www.facebook.com/pages/%E8%80%81%E9%BB%83%E7%87%89%E8%82%89%E9%A3%AF/351989744875098, 02 2361 0089,,2022-11-22,12363,12363_黃記老牌
12384,https://www.google.com.tw/maps/place/%E9%BB%83%E5%AE%B6%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a93edfeb77b9:0xfe91fb0be1a659a1!8m2!3d25.064137!4d121.51127!16s%2Fg%2F1tczn1fw!19sChIJuXfr3z6pQjQRoVmm4Qv7kf4?authuser=0&hl=zh-TW&rclk=1,黃家蚵仔煎,4.3,生蠔吧餐廳,31.0,, 103台北市大同區延平北路三段21號,Plus Code: 3G76+MG 大同區 台北市,1,0,0,0,星期二、16:30 到 21:30; 星期三、16:30 到 21:30; 星期四、16:30 到 21:30; 星期五、16:30 到 21:30; 星期六、16:30 到 21:30; 星期日、16:30 到 21:30; 星期一、16:30 到 21:30. 隱藏本週營業時間,,,,2022-11-22,12384,12384_黃家蚵仔
12397,https://www.google.com.tw/maps/place/%E9%9B%99%E8%83%96%E5%AD%90/data=!4m7!3m6!1s0x3442a94742b19465:0xc17ee5934db0689!8m2!3d25.0658062!4d121.5149851!16s%2Fg%2F1tfqj1_m!19sChIJZZSxQkepQjQRiQbbNFnuFww?authuser=0&hl=zh-TW&rclk=1,雙胖子,4.0,食堂與定食餐廳,443.0,$, 103台北市大同區昌吉街102號,Plus Code: 3G87+8X 大同區 台北市,1,1,0,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、休息; 星期日、11:00 到 20:00; 星期一、11:00 到 20:00. 隱藏本週營業時間,https://thudadai.pixnet.net/blog/post/10175130, 02 2598 8691,,2022-11-22,12397,12397_雙胖子
12642,https://www.google.com.tw/maps/place/M+M+CAFE+%26+BAR/data=!4m7!3m6!1s0x3442a9382751feed:0x51bd2110db919e37!8m2!3d25.0526383!4d121.5350918!16s%2Fg%2F11f9_gqsxm!19sChIJ7f5RJzipQjQRN56R2xAhvVE?authuser=0&hl=zh-TW&rclk=1,M M CAFE & BAR,4.5,小餐館 (Bistro),313.0,$$, 10491台北市中山區建國北路二段6巷27號1樓,Plus Code: 3G3P+32 中山區 台北市,1,1,0,0,星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、休息; 星期一、11:00 到 21:00; 星期二、11:00 到 21:00. 隱藏本週營業時間,https://www.facebook.com/MM-Cafe-Bar-1911256908931194/, 02 2503 7080,,2022-11-23,12642,12642_M M 
12732,https://www.google.com.tw/maps/place/%E6%88%91%E4%B8%8D%E7%9F%A5%E9%81%93+l+DON%E2%80%99T+KNOW/data=!4m7!3m6!1s0x3442a9b04f5b1f45:0x627ab4b8d101ddf4!8m2!3d25.054156!4d121.509651!16s%2Fg%2F11ry96xpfg!19sChIJRR9bT7CpQjQR9N0B0bi0emI?authuser=0&hl=zh-TW&rclk=1,我不知道 l DON’T KNOW,5.0,小餐館 (Bistro),10.0,, 103台北市大同區迪化街一段14巷18號,Plus Code: 3G35+MV 大同區 台北市,1,1,0,0,,https://lihi1.com/hmdYt, 0908 606 718,,2022-11-23,12732,12732_我不知道
12890,https://www.google.com.tw/maps/place/YAYOI%E5%BD%8C%E7%94%9F%E8%BB%92+%E5%8D%97%E4%BA%AC%E4%B8%89%E6%B0%91%E5%BA%97/data=!4m7!3m6!1s0x3442ab94e445901b:0xd9c94d50413c2e94!8m2!3d25.0511583!4d121.5616629!16s%2Fg%2F11bwgwgdzk!19sChIJG5BF5JSrQjQRlC48QVBNydk?authuser=0&hl=zh-TW&rclk=1,YAYOI彌生軒 南京三民店,4.0,食堂與定食餐廳,1190.0,$$, 105台北市松山區南京東路五段92號,Plus Code: 3H26+FM 松山區 台北市,1,1,0,1,星期二、11:30 到 15:00、17:30 到 22:00; 星期三、11:30 到 15:00、17:30 到 22:00; 星期四、11:30 到 15:00、17:30 到 22:00; 星期五、11:30 到 15:00、17:30 到 22:00; 星期六、11:30 到 22:00; 星期日、11:30 到 22:00; 星期一、11:30 到 15:00、17:30 到 22:00. 隱藏本週營業時間,https://www.yayoi.com.tw/, 02 2747 8558,,2022-11-22,12890,12890_YAYO
13076,https://www.google.com.tw/maps/place/%E5%90%89%E9%87%8E%E7%83%A4%E8%82%89%E9%A3%AF+%E5%8D%97%E9%99%BD%E5%BA%97/data=!4m7!3m6!1s0x3442a97306a7aecf:0x230f2f4ad9333acf!8m2!3d25.0451792!4d121.5167018!16s%2Fg%2F11b7vk5f16!19sChIJz66nBnOpQjQRzzoz2UovDyM?authuser=0&hl=zh-TW&rclk=1,吉野烤肉飯 南陽店,3.9,食堂與定食餐廳,631.0,$, 100台北市中正區公園路20巷8號,Plus Code: 2GW8+3M 中正區 台北市,1,1,0,1,星期二、09:00 到 18:30; 星期三、09:00 到 18:30; 星期四、09:00 到 18:30; 星期五、09:00 到 18:30; 星期六、09:00 到 18:30; 星期日、休息; 星期一、09:00 到 18:30. 隱藏本週營業時間,, 02 2371 0179,,2022-11-22,13076,13076_吉野烤肉
13100,https://www.google.com.tw/maps/place/Maya+Bistro%E7%91%AA%E4%BA%9E%E9%A4%90%E9%85%92%E5%9D%8AMaya+Resto+Cafe+%E9%A3%9F%E4%BE%86%E9%81%8B%E5%BB%A3%E8%A5%BF%E9%A4%90%E5%9D%8A/data=!4m7!3m6!1s0x3442a96cf0373747:0x8ffb1d26d5efc047!8m2!3d25.0676057!4d121.5241331!16s%2Fg%2F11l8s9859g!19sChIJRzc38GypQjQRR8Dv1SYd-48?authuser=0&hl=zh-TW&rclk=1,Maya Bistro瑪亞餐酒坊Maya Resto Cafe 食來運廣西餐坊,4.5,小餐館 (Bistro),125.0,, 104台北市中山區雙城街46巷1號1樓,Plus Code: 3G9F+2M 中山區 台北市,1,0,1,1,星期二、休息; 星期三、11:30 到 15:00、17:00 到 21:00; 星期四、11:30 到 15:00、17:00 到 21:00; 星期五、11:30 到 15:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00; 星期一、休息. 隱藏本週營業時間,https://mayarestocafe.oddle.me/zh_TW, 02 2585 0305,,2022-11-22,13100,13100_Maya
13221,https://www.google.com.tw/maps/place/%E7%A8%B2%E7%94%BA%E5%AE%B6%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a986c4b70e1b:0xc13e90878b23d43a!8m2!3d25.057332!4d121.5197902!16s%2Fg%2F11ptv7qpyk!19sChIJGw63xIapQjQROtQji4eQPsE?authuser=0&hl=zh-TW&rclk=1,稲町家食堂,4.3,小餐館 (Bistro),126.0,, 10352台北市大同區赤峰街85號,Plus Code: 3G49+WW 大同區 台北市,1,1,0,1,星期二、12:00 到 16:00、17:30 到 21:00; 星期三、12:00 到 16:00、17:30 到 21:00; 星期四、12:00 到 16:00、17:30 到 21:00; 星期五、12:00 到 16:00、17:30 到 21:00; 星期六、12:00 到 16:00、17:30 到 21:00; 星期日、12:00 到 16:00、17:30 到 21:00; 星期一、12:00 到 16:00、17:30 到 21:00. 隱藏本週營業時間,, 02 2550 0855,,2022-11-22,13221,13221_稲町家食
13281,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%88%B6%E5%B1%8B%E8%AA%A0%E5%93%81%E5%8D%97%E8%A5%BF%E5%BA%97/data=!4m7!3m6!1s0x3442a96835ca7db9:0x1762e1f4808fb53a!8m2!3d25.0522149!4d121.5206209!16s%2Fg%2F1hm2f6rsb!19sChIJuX3KNWipQjQROrWPgPThYhc?authuser=0&hl=zh-TW&rclk=1,大戶屋誠品南西店,4.2,食堂與定食餐廳,391.0,$$, 10491台北市中山區南京西路一段14號 B1,Plus Code: 3G2C+V6 中山區 台北市,1,1,0,1,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:30; 星期六、11:00 到 22:30; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,http://www.ootoya.com.tw/, 02 2531 1808,,2022-11-22,13281,13281_大戶屋誠
13553,https://www.google.com.tw/maps/place/%E6%98%A5%E6%97%A5%E9%83%A8%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ab45277cbb85:0x7188d55f64d83dc9!8m2!3d25.0456241!4d121.614059!16s%2Fg%2F11bxfvh3zz!19sChIJhbt8J0WrQjQRyT3YZF_ViHE?authuser=0&hl=zh-TW&rclk=1,春日部食堂,4.2,食堂與定食餐廳,278.0,$, 115台北市南港區研究院路二段70巷35號號 No,Plus Code: 2JW7+6J 南港區 台北市,1,1,0,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,https://www.facebook.com/%E6%98%A5%E6%97%A5%E9%83%A8%E9%A3%9F%E5%A0%82-537522189649483, 02 2788 5329,,2022-11-22,13553,13553_春日部食
13557,https://www.google.com.tw/maps/place/%E5%9C%93%E7%92%B0%E9%A0%82+(%E8%82%89%E7%BE%B9+%E9%AD%AF%E8%82%89%E9%A3%AF+%E5%92%96%E5%93%A9%E9%A3%AF)/data=!4m7!3m6!1s0x3442ab589300fedb:0xadf2d4fe07b30a2a!8m2!3d25.0561142!4d121.6131441!16s%2Fg%2F11c6tt56n0!19sChIJ2_4Ak1irQjQRKgqzB_7U8q0?authuser=0&hl=zh-TW&rclk=1,圓環頂 (肉羹 魯肉飯 咖哩飯),3.8,食堂與定食餐廳,50.0,, 115台北市南港區新民街29號,Plus Code: 3J47+C7 南港區 台北市,1,1,0,0,星期二、10:00 到 14:30; 星期三、10:00 到 14:30; 星期四、10:00 到 14:30; 星期五、10:00 到 14:30; 星期六、休息; 星期日、休息; 星期一、10:00 到 14:30. 隱藏本週營業時間,https://goo.gl/4F6jGw, 02 2782 7873,,2022-11-22,13557,13557_圓環頂 
13570,https://www.google.com.tw/maps/place/%E8%B2%B3%E5%8F%81%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ab2a9fb642b1:0x46055b7fa0719fcb!8m2!3d25.0417317!4d121.6180504!16s%2Fg%2F11fq8y7mv9!19sChIJsUK2nyqrQjQRy59xoH9bBUY?authuser=0&hl=zh-TW&rclk=1,貳叁食堂,4.4,小餐館 (Bistro),119.0,, 115台北市南港區舊莊街一段23號1樓,Plus Code: 2JR9+M6 南港區 台北市,1,1,0,1,星期二、11:30 到 14:00、17:30 到 20:00; 星期三、11:30 到 14:00、17:30 到 20:00; 星期四、11:30 到 14:00、17:30 到 20:00; 星期五、11:30 到 14:00、17:30 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:30 到 14:00、17:30 到 20:00. 隱藏本週營業時間,https://m.facebook.com/home.php?_rdr#!/%E8%B2%B3%E5%8F%83%E9%A3%9F%E5%A0%82-104863840972015/?ref=bookmarks, 02 2789 2617,,2022-11-22,13570,13570_貳叁食堂
13573,https://www.google.com.tw/maps/place/%E5%9C%93%E7%92%B0%E9%A0%82%E8%B5%A4%E8%82%89%E9%AD%AF%E9%A3%AF/data=!4m7!3m6!1s0x3442ab75a7a96281:0xd0e9c732444b7453!8m2!3d25.0455969!4d121.5846405!16s%2Fg%2F11b6hpxswx!19sChIJgWKpp3WrQjQRU3RLRDLH6dA?authuser=0&hl=zh-TW&rclk=1,圓環頂赤肉魯飯,3.8,食堂與定食餐廳,122.0,, 115台北市南港區同德路49號,Plus Code: 2HWM+6V 南港區 台北市,1,1,0,1,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,https://petermurphey.pixnet.net/blog/post/226408043-(%E5%8F%B0%E5%8C%97%E6%8D%B7%E9%81%8B%E6%9D%BF%E5%8D%97%E7%B7%9A%E5%BE%8C%E5%B1%B1%E5%9F%A4%E7%AB%99%E5%91%A8%E9%82%8A%E7%BE%8E%E9%A3%9F)%E4%BA%8C%E8%A8%AA%E3%80%8C%E5%9C%93, 0935 902 892,,2022-11-22,13573,13573_圓環頂赤
13714,https://www.google.com.tw/maps/place/%E6%B7%BB%E9%A3%AF%E9%A4%A8/data=!4m7!3m6!1s0x3442ab63f8348919:0x1addd3138976e268!8m2!3d25.056987!4d121.6004764!16s%2Fg%2F11f9yltt0h!19sChIJGYk0-GOrQjQRaOJ2iRPT3Ro?authuser=0&hl=zh-TW&rclk=1,添飯館,3.7,小餐館 (Bistro),46.0,, 115台北市南港區重陽路144號,Plus Code: 3J42+Q5 南港區 台北市,1,0,0,1,星期二、11:00 到 14:30、16:30 到 20:30; 星期三、11:00 到 14:30、16:30 到 20:30; 星期四、11:00 到 14:30、16:30 到 20:30; 星期五、11:00 到 14:30、16:30 到 20:30; 星期六、休息; 星期日、11:00 到 14:30、16:30 到 20:30; 星期一、11:00 到 14:30、16:30 到 20:30. 隱藏本週營業時間,, 02 2783 6667,,2022-11-22,13714,13714_添飯館
13851,https://www.google.com.tw/maps/place/%E5%90%9B%E6%82%85%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442abb4e8ff6f6d:0x2598c3980ef4759e!8m2!3d25.0307361!4d121.5613633!16s%2Fg%2F1xpwggzs!19sChIJbW__6LSrQjQRnnX0DpjDmCU?authuser=0&hl=zh-TW&rclk=1,君悅排骨,3.6,食堂與定食餐廳,818.0,$$, 110台北市信義區莊敬路199號,Plus Code: 2HJ6+7G 信義區 台北市,1,1,0,1,星期二、10:40 到 20:30; 星期三、10:40 到 20:30; 星期四、10:40 到 20:30; 星期五、10:40 到 20:30; 星期六、10:40 到 20:30; 星期日、10:40 到 20:30; 星期一、10:40 到 20:30. 隱藏本週營業時間,https://www.facebook.com/%E5%90%9B%E6%82%85%E6%8E%92%E9%AA%A8-284832318292319/, 02 8780 2101,,2022-11-22,13851,13851_君悅排骨
13920,https://www.google.com.tw/maps/place/Hello+%E8%B6%8A%E5%8D%97%E6%B2%B3%E7%B2%89%E7%B1%B3%E7%B7%9A%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442abd5e251e35f:0xe47e3821f81df12a!8m2!3d25.0503835!4d121.5752532!16s%2Fg%2F11pv3tpszn!19sChIJX-NR4tWrQjQRKvEd-CE4fuQ?authuser=0&hl=zh-TW&rclk=1,Hello 越南河粉米線食堂,4.6,小餐館 (Bistro),20.0,, 105台北市松山區饒河街136號,Plus Code: 3H2G+54 松山區 台北市,1,0,1,1,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,,,,2022-11-22,13920,13920_Hell
13981,https://www.google.com.tw/maps/place/%E9%96%8B%E4%B8%BC%E5%8F%B0%E5%8C%97101%E5%BA%97/data=!4m7!3m6!1s0x3442ab8d283d1bdb:0x9dbd681259f27671!8m2!3d25.0338492!4d121.5643085!16s%2Fg%2F11pwx_6kjf!19sChIJ2xs9KI2rQjQRcXbyWRJovZ0?authuser=0&hl=zh-TW&rclk=1,開丼台北101店,2.9,食堂與定食餐廳,118.0,$$," B1樓, No. 45號市府路信義區台北市110",Plus Code: 2HM7+GP 信義區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://www.kaidonno1.com/, 02 8101 7858,,2022-11-22,13981,13981_開丼台北
14072,https://www.google.com.tw/maps/place/%E5%A5%BD%E4%B8%98+GOOD+CHO's+%E5%8D%97%E6%B8%AF%E7%92%B0%E7%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442ab16dddafd8d:0x3323dbe94949f145!8m2!3d25.0528955!4d121.6072597!16s%2Fg%2F11n82ngdrd!19sChIJjf3a3RarQjQRRfFJSenbIzM?authuser=0&hl=zh-TW&rclk=1,好丘 GOOD CHO's 南港環球店,3.8,麵包圈店,17.0,," b1, No. 371號忠孝東路七段南港區台北市115",Plus Code: 3J34+5W 南港區 台北市,0,1,0,1,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、10:00 到 22:00; 星期日、10:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,https://lihi2.cc/6La1U, 0902 150 559,,2022-11-22,14072,14072_好丘 G
14138,https://www.google.com.tw/maps/place/%E9%98%BF%E8%BC%9DG%E6%8E%92/data=!4m7!3m6!1s0x3442ab7c9328cca1:0x6100309901a3ac46!8m2!3d25.0347841!4d121.616173!16s%2Fg%2F11fkt7ywhh!19sChIJocwok3yrQjQRRqyjAZkwAGE?authuser=0&hl=zh-TW&rclk=1,阿輝G排,4.0,小餐館 (Bistro),35.0,, 115台北市南港區研究院路三段35號一樓,Plus Code: 2JM8+WF 南港區 台北市,1,1,0,0,星期二、16:00 到 00:00; 星期三、16:00 到 00:00; 星期四、16:00 到 00:00; 星期五、16:00 到 00:00; 星期六、16:00 到 00:00; 星期日、休息; 星期一、16:00 到 00:00. 隱藏本週營業時間,https://m.facebook.com/%E9%98%BF%E8%BC%9D%E9%9B%9E%E6%8E%92-414573732680566/?ref=bookmarks, 0955 255 772,,2022-11-22,14138,14138_阿輝G排
14145,https://www.google.com.tw/maps/place/%E4%BA%AC%E9%83%BD%E5%8B%9D%E7%89%9B-%E4%BF%A1%E7%BE%A9%E6%96%B0%E5%85%89A11%E5%BA%97/data=!4m7!3m6!1s0x3442ab8ca124fa19:0xa4a8e4e678111a78!8m2!3d25.0365446!4d121.5672369!16s%2Fg%2F11fd51768g!19sChIJGfokoYyrQjQReBoReObkqKQ?authuser=0&hl=zh-TW&rclk=1,京都勝牛-信義新光A11店,4.1,食堂與定食餐廳,2105.0,$$, 11051台北市信義區松壽路11號B2,Plus Code: 2HP8+JV 信義區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,http://kyoto-katsugyu.com.tw/, 02 2722 7669,,2022-11-22,14145,14145_京都勝牛
14224,https://www.google.com.tw/maps/place/%E5%AE%9A%E9%A3%9F8-%E5%85%A7%E6%B9%96%E5%AE%B6%E6%A8%82%E7%A6%8F%E5%BA%97/data=!4m7!3m6!1s0x3442ab84237815fb:0xdd034f0ca4142958!8m2!3d25.0603173!4d121.5752928!16s%2Fg%2F11h09m117!19sChIJ-xV4I4SrQjQRWCkUpAxPA90?authuser=0&hl=zh-TW&rclk=1,定食8-內湖家樂福店,3.7,食堂與定食餐廳,772.0,$$, 115台北市內湖區民善街88號,Plus Code: 3H6G+44 內湖區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,http://www.sushiexpress.com.tw/, 02 8792 9698,,2022-11-22,14224,14224_定食8-
