file_name_1,標記
6981,台灣小吃/熱炒店
6982,早午餐
6984,咖啡甜點
6985,中式
6986,咖啡甜點
6987,咖啡甜點
6988,咖啡甜點
6989,咖啡甜點
6991,咖啡甜點
6993,咖啡甜點
6994,咖啡甜點
6995,咖啡甜點
6996,咖啡甜點
6997,咖啡甜點
6998,咖啡甜點
6999,咖啡甜點
7000,咖啡甜點
7001,咖啡甜點
7002,咖啡甜點
7003,咖啡甜點
7004,咖啡甜點
7005,咖啡甜點
7006,咖啡甜點
7008,台灣小吃/熱炒店
7010,中式
7011,台灣小吃/熱炒店
7014,中式
7016,台灣小吃/熱炒店
7018,台灣小吃/熱炒店
7019,中式
7020,中式
7021,台灣小吃/熱炒店
7022,台灣小吃/熱炒店
7023,早午餐
7024,早午餐
7025,早午餐
7026,早午餐
7027,早午餐
7028,早午餐
7029,早午餐
7030,早午餐
7031,早午餐
7033,早午餐
7034,早午餐
7035,早午餐
7036,早午餐
7037,早午餐
7038,早午餐
7039,咖啡甜點
7040,早午餐
7041,早午餐
7042,咖啡甜點
7044,早午餐
7045,意式
7047,早午餐
7048,早午餐
7049,早午餐
7050,咖啡甜點
7051,早午餐
7053,咖啡甜點
7054,南洋
7056,南洋
7057,異國料理
7059,素食
7061,南洋
7062,南洋
7063,南洋
7064,素食
7065,日式
7066,台灣小吃/熱炒店
7067,中式
7068,日式
7070,日式
7072,南洋
7073,南洋
7075,台灣小吃/熱炒店
7077,南洋
7079,日式
7080,燒烤店
7081,日式
7082,日式
7083,燒烤店
7084,日式
7086,日式
7087,日式
7090,美式
7091,美式
7093,美式
7094,美式
7095,意式
7096,台灣小吃/熱炒店
7097,日式
7098,日式
7099,日式
7101,日式
7102,日式
7103,中式
7104,日式
7107,火鍋
7108,火鍋
7109,火鍋
7111,火鍋
7112,火鍋
7113,火鍋
7114,火鍋
7116,火鍋
7117,火鍋
7118,火鍋
7119,火鍋
7120,火鍋
7121,火鍋
7122,火鍋
7123,火鍋
7124,火鍋
7125,火鍋
7126,火鍋
7127,火鍋
7128,火鍋
7129,火鍋
7130,火鍋
7131,火鍋
7132,火鍋
7133,火鍋
7135,中式
7136,咖啡甜點
7137,中式
7139,台灣小吃/熱炒店
7140,台灣小吃/熱炒店
7141,日式
7143,美式
7145,日式
7146,日式
7147,早午餐
7148,異國料理
7150,美式
7151,異國料理
7153,美式
7154,酒吧/餐酒館
7155,咖啡甜點
7156,中式
7157,日式
7158,異國料理
7161,日式
7162,意式
7163,異國料理
7165,異國料理
7166,異國料理
7169,咖啡甜點
7172,日式
7173,中式
7174,台灣小吃/熱炒店
7175,中式
7176,中式
7177,台灣小吃/熱炒店
7178,台灣小吃/熱炒店
7179,中式
7180,異國料理
7181,早午餐
7182,中式
7184,中式
7185,中式
7187,酒吧/餐酒館
7188,台灣小吃/熱炒店
7189,中式
7190,意式
7191,中式
7192,韓式
7193,韓式
7194,台灣小吃/熱炒店
7196,咖啡甜點
7198,日式
7199,台灣小吃/熱炒店
7200,中式
7201,日式
7203,日式
7204,日式
7205,日式
7206,日式
7207,日式
7208,日式
7209,日式
7210,日式
7211,日式
7212,素食
7213,素食
7215,素食
7216,素食
7217,素食
7218,素食
7219,素食
7220,素食
7221,素食
7222,素食
7223,素食
7224,素食
7225,素食
7227,素食
7228,素食
7229,素食
7230,素食
7231,素食
7232,素食
7233,素食
7235,素食
7236,素食
7237,咖啡甜點
7238,咖啡甜點
7239,咖啡甜點
7240,咖啡甜點
7242,咖啡甜點
7243,咖啡甜點
7245,咖啡甜點
7246,咖啡甜點
7247,咖啡甜點
7248,咖啡甜點
7249,咖啡甜點
7250,咖啡甜點
7251,咖啡甜點
7252,咖啡甜點
7254,咖啡甜點
7256,早午餐
7257,早午餐
7258,早午餐
7259,早午餐
7260,早午餐
7263,咖啡甜點
7264,咖啡甜點
7265,早午餐
7266,日式
7267,日式
7270,日式
7271,日式
7272,台灣小吃/熱炒店
7274,日式
7275,南洋
7276,南洋
7278,南洋
7280,台灣小吃/熱炒店
7282,南洋
7283,台灣小吃/熱炒店
7284,台灣小吃/熱炒店
7285,台灣小吃/熱炒店
7286,酒吧/餐酒館
7287,南洋
7289,酒吧/餐酒館
7292,異國料理
7293,異國料理
7294,火鍋
7295,火鍋
7296,火鍋
7299,火鍋
7300,火鍋
7301,火鍋
7302,火鍋
7305,咖啡甜點
7306,火鍋
7307,台灣小吃/熱炒店
7308,火鍋
7309,火鍋
7310,中式
7311,火鍋
7312,日式
7313,台灣小吃/熱炒店
7314,火鍋
7315,火鍋
7316,火鍋
7317,台灣小吃/熱炒店
7318,火鍋
7320,日式
7321,日式
7322,日式
7323,日式
7324,日式
7325,日式
7326,日式
7327,日式
7328,日式
7329,日式
7330,日式
7331,日式
7333,中式
7335,日式
7336,台灣小吃/熱炒店
7338,咖啡甜點
7339,異國料理
7340,台灣小吃/熱炒店
7342,異國料理
7343,咖啡甜點
7344,異國料理
7345,韓式
7346,台灣小吃/熱炒店
7347,咖啡甜點
7348,台灣小吃/熱炒店
7349,台灣小吃/熱炒店
7351,日式
7352,日式
7353,日式
7354,日式
7355,日式
7357,日式
7358,日式
7360,中式
7361,日式
7362,日式
7365,中式
7366,中式
7367,日式
7368,中式
7369,日式
7370,日式
7372,台灣小吃/熱炒店
7373,台灣小吃/熱炒店
7374,台灣小吃/熱炒店
7375,日式
7376,日式
7377,素食
7378,台灣小吃/熱炒店
7379,中式
7380,意式
7381,韓式
7382,韓式
7383,異國料理
7384,中式
7385,意式
7388,台灣小吃/熱炒店
7389,中式
7391,中式
7392,中式
7393,中式
7394,日式
7395,中式
7397,中式
7399,早午餐
7400,中式
7401,台灣小吃/熱炒店
7402,中式
7403,台灣小吃/熱炒店
7404,咖啡甜點
7406,台灣小吃/熱炒店
7408,中式
7409,咖啡甜點
7410,異國料理
7411,中式
7412,酒吧/餐酒館
7413,中式
7414,南洋
7415,南洋
7416,南洋
7417,南洋
7418,南洋
7419,中式
7421,中式
7422,台灣小吃/熱炒店
7423,中式
7424,台灣小吃/熱炒店
7425,中式
7426,中式
7428,中式
7429,中式
7430,中式
7431,早午餐
7432,台灣小吃/熱炒店
7434,素食
7435,素食
7436,素食
7437,素食
7438,素食
7439,素食
7440,素食
7441,素食
7442,素食
7443,素食
7444,素食
7445,素食
7448,早午餐
7449,台灣小吃/熱炒店
7450,異國料理
7453,酒吧/餐酒館
7454,早午餐
7455,咖啡甜點
7459,咖啡甜點
7460,酒吧/餐酒館
7462,酒吧/餐酒館
7463,咖啡甜點
7464,咖啡甜點
7465,咖啡甜點
7466,咖啡甜點
7467,咖啡甜點
7469,咖啡甜點
7470,咖啡甜點
7471,酒吧/餐酒館
7474,酒吧/餐酒館
7475,日式
7476,酒吧/餐酒館
7478,酒吧/餐酒館
7479,酒吧/餐酒館
7480,酒吧/餐酒館
7481,酒吧/餐酒館
7482,酒吧/餐酒館
7483,酒吧/餐酒館
7484,酒吧/餐酒館
7486,酒吧/餐酒館
7487,酒吧/餐酒館
7488,咖啡甜點
7489,素食
7491,南洋
7492,南洋
7493,南洋
7496,日式
7497,早午餐
7498,早午餐
7499,早午餐
7500,咖啡甜點
7501,早午餐
7502,咖啡甜點
7503,咖啡甜點
7504,咖啡甜點
7505,咖啡甜點
7507,咖啡甜點
7508,早午餐
7509,咖啡甜點
7510,咖啡甜點
7511,早午餐
7512,咖啡甜點
7513,早午餐
7514,早午餐
7515,早午餐
7516,早午餐
7517,早午餐
7518,日式
7520,素食
7522,酒吧/餐酒館
7523,火鍋
7524,日式
7527,異國料理
7528,日式
7529,早午餐
7530,中式
7537,中式
7538,中式
7539,中式
7542,中式
7543,中式
7544,中式
7545,異國料理
7547,日式
7548,中式
7549,日式
7550,台灣小吃/熱炒店
7551,日式
7552,日式
7553,日式
7554,日式
7555,火鍋
7557,火鍋
7558,火鍋
7559,火鍋
7560,火鍋
7561,台灣小吃/熱炒店
7562,日式
7563,咖啡甜點
7564,咖啡甜點
7565,咖啡甜點
7566,咖啡甜點
7567,咖啡甜點
7568,咖啡甜點
7569,咖啡甜點
7570,咖啡甜點
7571,咖啡甜點
7572,咖啡甜點
7573,咖啡甜點
7574,咖啡甜點
7575,咖啡甜點
7576,咖啡甜點
7577,咖啡甜點
7578,咖啡甜點
7579,咖啡甜點
7580,咖啡甜點
7581,咖啡甜點
7582,咖啡甜點
7583,咖啡甜點
7584,咖啡甜點
7585,咖啡甜點
7586,咖啡甜點
7587,酒吧/餐酒館
7589,咖啡甜點
7590,咖啡甜點
7591,咖啡甜點
7592,咖啡甜點
7593,咖啡甜點
7596,咖啡甜點
7599,咖啡甜點
7600,意式
7601,意式
7602,意式
7604,意式
7605,日式
7607,中式
7608,意式
7609,意式
7610,中式
7616,咖啡甜點
7617,中式
7619,咖啡甜點
7620,咖啡甜點
7621,咖啡甜點
7623,台灣小吃/熱炒店
7625,中式
7626,台灣小吃/熱炒店
7627,台灣小吃/熱炒店
7629,中式
7630,美式
7631,美式
7633,日式
7634,台灣小吃/熱炒店
7636,中式
7637,中式
7639,中式
7640,火鍋
7641,火鍋
7642,火鍋
7645,早午餐
7646,中式
7647,美式
7648,異國料理
7649,美式
7651,台灣小吃/熱炒店
7652,咖啡甜點
7657,異國料理
7659,日式
7660,日式
7661,早午餐
7662,素食
7663,異國料理
7664,南洋
7665,台灣小吃/熱炒店
7666,中式
7667,台灣小吃/熱炒店
7668,酒吧/餐酒館
7669,火鍋
7670,韓式
7672,中式
7676,中式
7677,中式
7680,火鍋
7681,日式
7686,日式
7687,日式
7691,台灣小吃/熱炒店
7692,南洋
7694,咖啡甜點
7695,咖啡甜點
7696,咖啡甜點
7697,素食
7698,素食
7699,素食
7704,意式
7705,台灣小吃/熱炒店
7706,中式
7708,中式
7709,素食
7712,日式
7713,日式
7714,咖啡甜點
7716,咖啡甜點
7717,咖啡甜點
7718,咖啡甜點
7719,咖啡甜點
7722,早午餐
7725,日式
7726,台灣小吃/熱炒店
7728,台灣小吃/熱炒店
7729,台灣小吃/熱炒店
7730,早午餐
7731,日式
7732,台灣小吃/熱炒店
7733,中式
7735,日式
7736,意式
7738,異國料理
7739,中式
7740,中式
7742,台灣小吃/熱炒店
7743,美式
7744,美式
7745,美式
7746,日式
7747,美式
7748,火鍋
7750,火鍋
7751,台灣小吃/熱炒店
7753,咖啡甜點
7754,異國料理
7755,台灣小吃/熱炒店
7756,中式
7758,日式
7759,日式
7760,日式
7761,中式
7762,中式
7763,意式
7765,中式
7768,台灣小吃/熱炒店
7771,台灣小吃/熱炒店
7772,台灣小吃/熱炒店
7773,台灣小吃/熱炒店
7776,異國料理
7777,咖啡甜點
7782,酒吧/餐酒館
7786,咖啡甜點
7787,日式
7788,日式
7789,咖啡甜點
7790,意式
7793,韓式
7794,韓式
7797,異國料理
7798,燒烤店
7799,日式
7800,酒吧/餐酒館
7801,酒吧/餐酒館
7802,咖啡甜點
7803,酒吧/餐酒館
7804,酒吧/餐酒館
7805,酒吧/餐酒館
7806,酒吧/餐酒館
7807,酒吧/餐酒館
7808,酒吧/餐酒館
7809,酒吧/餐酒館
7810,酒吧/餐酒館
7811,酒吧/餐酒館
7812,酒吧/餐酒館
7813,酒吧/餐酒館
7814,酒吧/餐酒館
7816,意式
7817,火鍋
7818,中式
7819,素食
7820,日式
7821,南洋
7822,咖啡甜點
7824,早午餐
7826,早午餐
7827,咖啡甜點
7828,咖啡甜點
7829,早午餐
7830,早午餐
7832,早午餐
7833,早午餐
7834,早午餐
7835,咖啡甜點
7837,咖啡甜點
7838,素食
7839,素食
7840,素食
7841,素食
7842,咖啡甜點
7843,素食
7844,素食
7849,咖啡甜點
7850,咖啡甜點
7851,咖啡甜點
7854,美式
7856,日式
7857,中式
7858,火鍋
7859,火鍋
7860,火鍋
7861,火鍋
7862,火鍋
7863,火鍋
7864,火鍋
7865,火鍋
7866,火鍋
7867,火鍋
7869,火鍋
7870,火鍋
7871,中式
7872,火鍋
7873,火鍋
7874,台灣小吃/熱炒店
7875,日式
7876,中式
7878,火鍋
7879,火鍋
7880,日式
7881,日式
7882,中式
7883,台灣小吃/熱炒店
7884,日式
7885,日式
7886,日式
7888,台灣小吃/熱炒店
7889,台灣小吃/熱炒店
7890,火鍋
7891,酒吧/餐酒館
7892,火鍋
7893,台灣小吃/熱炒店
7894,日式
7895,日式
7896,台灣小吃/熱炒店
7897,酒吧/餐酒館
7898,酒吧/餐酒館
7900,美式
7901,意式
7902,日式
7904,台灣小吃/熱炒店
7906,異國料理
7908,南洋
7909,中式
7910,咖啡甜點
7911,日式
7912,台灣小吃/熱炒店
7913,咖啡甜點
7914,咖啡甜點
7915,意式
7916,台灣小吃/熱炒店
7917,日式
7918,中式
7919,咖啡甜點
7920,咖啡甜點
7922,中式
7923,台灣小吃/熱炒店
7925,早午餐
7927,台灣小吃/熱炒店
7930,中式
7931,中式
7933,燒烤店
7936,台灣小吃/熱炒店
7938,早午餐
7940,早午餐
7941,日式
7942,台灣小吃/熱炒店
7944,韓式
7945,韓式
7946,日式
7947,酒吧/餐酒館
7949,美式
7950,美式
7953,日式
7954,咖啡甜點
7955,酒吧/餐酒館
7957,咖啡甜點
7958,咖啡甜點
7960,咖啡甜點
7961,咖啡甜點
7962,咖啡甜點
7963,咖啡甜點
7964,南洋
7966,南洋
7967,酒吧/餐酒館
7970,台灣小吃/熱炒店
7971,台灣小吃/熱炒店
7974,日式
7975,南洋
7976,早午餐
7978,素食
7979,素食
7981,素食
7982,素食
7983,咖啡甜點
7985,素食
7986,素食
7987,咖啡甜點
7988,早午餐
7989,中式
7990,早午餐
7991,火鍋
7992,中式
7995,酒吧/餐酒館
7996,酒吧/餐酒館
8000,酒吧/餐酒館
8001,酒吧/餐酒館
8002,酒吧/餐酒館
8003,酒吧/餐酒館
8005,咖啡甜點
8006,咖啡甜點
8008,咖啡甜點
8010,咖啡甜點
8011,咖啡甜點
8012,咖啡甜點
8013,咖啡甜點
8014,咖啡甜點
8016,咖啡甜點
8018,咖啡甜點
8019,咖啡甜點
8020,日式
8021,日式
8022,燒烤店
8023,日式
8024,日式
8025,日式
8026,酒吧/餐酒館
8029,酒吧/餐酒館
8030,酒吧/餐酒館
8031,酒吧/餐酒館
8033,酒吧/餐酒館
8034,酒吧/餐酒館
8035,酒吧/餐酒館
8036,酒吧/餐酒館
8037,酒吧/餐酒館
8038,酒吧/餐酒館
8039,酒吧/餐酒館
8040,酒吧/餐酒館
8042,火鍋
8043,火鍋
8045,台灣小吃/熱炒店
8047,火鍋
8048,火鍋
8050,火鍋
8051,火鍋
8052,火鍋
8053,火鍋
8054,日式
8055,台灣小吃/熱炒店
8057,台灣小吃/熱炒店
8060,日式
8062,燒烤店
8067,咖啡甜點
8068,素食
8070,台灣小吃/熱炒店
8071,中式
8072,日式
8073,素食
8075,日式
8076,異國料理
8078,南洋
8081,台灣小吃/熱炒店
8083,中式
8084,中式
8085,素食
8087,中式
8089,火鍋
8090,早午餐
8093,台灣小吃/熱炒店
8098,台灣小吃/熱炒店
8099,台灣小吃/熱炒店
8100,台灣小吃/熱炒店
8101,中式
8102,中式
8104,中式
8106,中式
8110,早午餐
8111,韓式
8112,韓式
8113,台灣小吃/熱炒店
8114,日式
8115,韓式
8116,台灣小吃/熱炒店
8117,韓式
8118,咖啡甜點
8119,咖啡甜點
8120,咖啡甜點
8121,咖啡甜點
8122,咖啡甜點
8123,咖啡甜點
8124,咖啡甜點
8126,咖啡甜點
8127,早午餐
8128,咖啡甜點
8129,咖啡甜點
8130,台灣小吃/熱炒店
8131,咖啡甜點
8136,咖啡甜點
8138,酒吧/餐酒館
8141,咖啡甜點
8142,中式
8143,南洋
8145,早午餐
8146,日式
8147,意式
8149,咖啡甜點
8150,咖啡甜點
8151,酒吧/餐酒館
8152,台灣小吃/熱炒店
8155,日式
8156,日式
8158,日式
8159,日式
8160,日式
8162,日式
8165,日式
8166,日式
8167,日式
8168,日式
8169,日式
8171,早午餐
8173,台灣小吃/熱炒店
8176,咖啡甜點
8177,南洋
8179,中式
8181,台灣小吃/熱炒店
8182,異國料理
8184,台灣小吃/熱炒店
8185,台灣小吃/熱炒店
8187,咖啡甜點
8188,南洋
8189,日式
8190,素食
8191,素食
8193,台灣小吃/熱炒店
8194,素食
8195,咖啡甜點
8196,素食
8197,素食
8199,素食
8201,火鍋
8203,咖啡甜點
8205,咖啡甜點
8206,咖啡甜點
8207,咖啡甜點
8208,咖啡甜點
8209,咖啡甜點
8210,咖啡甜點
8211,咖啡甜點
8213,咖啡甜點
8215,咖啡甜點
8216,咖啡甜點
8217,咖啡甜點
8218,咖啡甜點
8221,咖啡甜點
8224,素食
8226,咖啡甜點
8227,咖啡甜點
8229,中式
8230,台灣小吃/熱炒店
8231,台灣小吃/熱炒店
8233,中式
8235,中式
8237,日式
8238,台灣小吃/熱炒店
8239,日式
8240,酒吧/餐酒館
8241,酒吧/餐酒館
8242,酒吧/餐酒館
8243,酒吧/餐酒館
8244,日式
8245,酒吧/餐酒館
8246,酒吧/餐酒館
8247,酒吧/餐酒館
8248,酒吧/餐酒館
8249,酒吧/餐酒館
8251,火鍋
8252,火鍋
8255,火鍋
8256,火鍋
8257,火鍋
8258,台灣小吃/熱炒店
8260,火鍋
8261,日式
8262,火鍋
8263,火鍋
8264,火鍋
8265,火鍋
8266,火鍋
8269,日式
8270,日式
8271,台灣小吃/熱炒店
8272,日式
8273,日式
8275,日式
8277,日式
8278,日式
8279,日式
8280,日式
8281,日式
8284,日式
8285,異國料理
8286,台灣小吃/熱炒店
8287,日式
8289,中式
8290,日式
8291,日式
8292,日式
8293,意式
8294,意式
8295,早午餐
8297,早午餐
8298,早午餐
8299,早午餐
8300,早午餐
8302,早午餐
8303,咖啡甜點
8304,早午餐
8305,早午餐
8306,早午餐
8307,早午餐
8308,早午餐
8309,酒吧/餐酒館
8310,中式
8312,中式
8314,台灣小吃/熱炒店
8315,台灣小吃/熱炒店
8316,中式
8317,早午餐
8318,咖啡甜點
8319,咖啡甜點
8320,咖啡甜點
8321,意式
8324,咖啡甜點
8325,早午餐
8326,素食
8327,素食
8330,素食
8333,素食
8336,咖啡甜點
8337,咖啡甜點
8338,早午餐
8340,早午餐
8341,早午餐
8342,早午餐
8343,異國料理
8344,咖啡甜點
8345,火鍋
8346,咖啡甜點
8347,咖啡甜點
8348,台灣小吃/熱炒店
8350,異國料理
8351,台灣小吃/熱炒店
8352,早午餐
8355,咖啡甜點
8358,酒吧/餐酒館
8359,酒吧/餐酒館
8361,酒吧/餐酒館
8362,酒吧/餐酒館
8363,中式
8365,中式
8367,台灣小吃/熱炒店
8368,火鍋
8369,火鍋
8371,日式
8372,台灣小吃/熱炒店
8374,美式
8375,美式
8376,酒吧/餐酒館
8377,咖啡甜點
8378,異國料理
8382,美式
8383,異國料理
8384,酒吧/餐酒館
8387,台灣小吃/熱炒店
8390,中式
8391,韓式
8393,美式
8394,異國料理
8396,咖啡甜點
8397,咖啡甜點
8398,早午餐
8399,咖啡甜點
8400,早午餐
8402,中式
8404,早午餐
8405,日式
8406,日式
8408,韓式
8409,中式
8410,日式
8411,異國料理
8413,台灣小吃/熱炒店
8414,酒吧/餐酒館
8416,台灣小吃/熱炒店
8417,南洋
8420,素食
8421,素食
8422,素食
8425,咖啡甜點
8426,咖啡甜點
8427,咖啡甜點
8428,台灣小吃/熱炒店
8429,早午餐
8430,咖啡甜點
8431,早午餐
8432,早午餐
8434,早午餐
8435,台灣小吃/熱炒店
8436,咖啡甜點
8437,咖啡甜點
8438,台灣小吃/熱炒店
8440,酒吧/餐酒館
8441,日式
8442,酒吧/餐酒館
8444,酒吧/餐酒館
8445,火鍋
8447,火鍋
8449,素食
8450,日式
8451,日式
8452,台灣小吃/熱炒店
8453,美式
8455,日式
8456,日式
8457,日式
8458,異國料理
8461,異國料理
8462,早午餐
8463,早午餐
8464,早午餐
8466,咖啡甜點
8467,咖啡甜點
8468,咖啡甜點
8469,咖啡甜點
8470,咖啡甜點
8472,咖啡甜點
8474,早午餐
8476,日式
8477,日式
8478,中式
8479,中式
8480,異國料理
8481,日式
8482,意式
8484,中式
8485,台灣小吃/熱炒店
8486,日式
8487,日式
8488,異國料理
8489,咖啡甜點
8490,咖啡甜點
8492,中式
8493,火鍋
8495,中式
8497,中式
8499,台灣小吃/熱炒店
8500,中式
8502,異國料理
8503,南洋
8505,日式
8506,南洋
8507,港式
8508,素食
8509,素食
8510,中式
8512,酒吧/餐酒館
8513,咖啡甜點
8514,咖啡甜點
8516,咖啡甜點
8517,中式
8518,台灣小吃/熱炒店
8519,台灣小吃/熱炒店
8521,咖啡甜點
8522,咖啡甜點
8525,火鍋
8526,日式
8527,美式
8528,日式
8529,日式
8530,日式
8531,異國料理
8532,日式
8533,日式
8537,咖啡甜點
8538,日式
8539,日式
8542,日式
8544,中式
8545,異國料理
8546,素食
8548,早午餐
8550,台灣小吃/熱炒店
8552,中式
8555,日式
8558,咖啡甜點
8559,南洋
8560,台灣小吃/熱炒店
8562,日式
8563,素食
8564,台灣小吃/熱炒店
8566,火鍋
8568,中式
8570,台灣小吃/熱炒店
8571,美式
8573,台灣小吃/熱炒店
8575,中式
8577,台灣小吃/熱炒店
8578,咖啡甜點
8579,早午餐
8580,咖啡甜點
8581,火鍋
8585,咖啡甜點
8586,咖啡甜點
8587,咖啡甜點
8589,咖啡甜點
8590,台灣小吃/熱炒店
8592,咖啡甜點
8593,火鍋
8595,中式
8596,台灣小吃/熱炒店
8597,異國料理
8598,台灣小吃/熱炒店
8599,中式
8600,日式
8601,日式
8602,酒吧/餐酒館
8603,日式
8604,異國料理
8610,中式
8613,異國料理
8614,酒吧/餐酒館
8616,中式
8618,台灣小吃/熱炒店
8619,咖啡甜點
8621,咖啡甜點
8623,台灣小吃/熱炒店
8626,台灣小吃/熱炒店
8627,台灣小吃/熱炒店
8628,台灣小吃/熱炒店
8629,台灣小吃/熱炒店
8631,台灣小吃/熱炒店
8632,台灣小吃/熱炒店
8633,台灣小吃/熱炒店
8634,中式
8635,中式
8637,台灣小吃/熱炒店
8640,咖啡甜點
8644,台灣小吃/熱炒店
8646,咖啡甜點
8647,咖啡甜點
8648,酒吧/餐酒館
8652,台灣小吃/熱炒店
8653,火鍋
8654,火鍋
8655,火鍋
8656,意式
8657,意式
8658,異國料理
8659,咖啡甜點
8661,咖啡甜點
8663,台灣小吃/熱炒店
8665,早午餐
8666,台灣小吃/熱炒店
8667,酒吧/餐酒館
8668,中式
8669,日式
8671,咖啡甜點
8673,咖啡甜點
8675,咖啡甜點
8676,咖啡甜點
8678,咖啡甜點
8680,咖啡甜點
8683,咖啡甜點
8685,咖啡甜點
8686,咖啡甜點
8689,燒烤店
8692,酒吧/餐酒館
8693,早午餐
8694,早午餐
8695,咖啡甜點
8696,早午餐
8697,咖啡甜點
8698,咖啡甜點
8699,咖啡甜點
8700,咖啡甜點
8702,中式
8705,台灣小吃/熱炒店
8706,美式
8707,咖啡甜點
8708,台灣小吃/熱炒店
8709,酒吧/餐酒館
8710,台灣小吃/熱炒店
8711,中式
8712,日式
8714,台灣小吃/熱炒店
8716,韓式
8718,早午餐
8721,咖啡甜點
8725,中式
8728,酒吧/餐酒館
8730,酒吧/餐酒館
8731,酒吧/餐酒館
8732,中式
8733,日式
8734,咖啡甜點
8735,咖啡甜點
8736,美式
8737,中式
8738,中式
8739,台灣小吃/熱炒店
8740,早午餐
8741,早午餐
8742,中式
8744,意式
8745,意式
8746,咖啡甜點
8747,南洋
8748,酒吧/餐酒館
8749,酒吧/餐酒館
8750,酒吧/餐酒館
8751,酒吧/餐酒館
8752,咖啡甜點
8753,酒吧/餐酒館
8754,咖啡甜點
8755,咖啡甜點
8757,咖啡甜點
8758,咖啡甜點
8760,早午餐
8762,台灣小吃/熱炒店
8763,中式
8764,咖啡甜點
8765,咖啡甜點
8766,台灣小吃/熱炒店
8767,咖啡甜點
8769,咖啡甜點
8770,咖啡甜點
8771,咖啡甜點
8772,酒吧/餐酒館
8773,酒吧/餐酒館
8774,酒吧/餐酒館
8776,台灣小吃/熱炒店
8777,早午餐
8778,早午餐
8779,早午餐
8780,日式
8782,火鍋
8783,台灣小吃/熱炒店
8784,台灣小吃/熱炒店
8785,日式
8786,咖啡甜點
8787,日式
8788,台灣小吃/熱炒店
8789,日式
8791,日式
8792,咖啡甜點
8793,異國料理
8796,早午餐
8797,台灣小吃/熱炒店
8798,咖啡甜點
8799,台灣小吃/熱炒店
8800,台灣小吃/熱炒店
8801,台灣小吃/熱炒店
8802,台灣小吃/熱炒店
8803,台灣小吃/熱炒店
8804,台灣小吃/熱炒店
8806,台灣小吃/熱炒店
8809,台灣小吃/熱炒店
8812,台灣小吃/熱炒店
8815,韓式
8816,台灣小吃/熱炒店
8818,早午餐
8819,日式
8820,美式
8821,咖啡甜點
8822,咖啡甜點
8823,咖啡甜點
8824,咖啡甜點
8825,咖啡甜點
8826,咖啡甜點
8830,火鍋
8831,中式
8832,咖啡甜點
8833,咖啡甜點
8834,咖啡甜點
8835,咖啡甜點
8836,咖啡甜點
8837,咖啡甜點
8838,咖啡甜點
8839,日式
8840,日式
8841,台灣小吃/熱炒店
8842,台灣小吃/熱炒店
8843,早午餐
8845,中式
8847,台灣小吃/熱炒店
8848,台灣小吃/熱炒店
8849,台灣小吃/熱炒店
8850,台灣小吃/熱炒店
8852,台灣小吃/熱炒店
8856,台灣小吃/熱炒店
8858,中式
8859,台灣小吃/熱炒店
8860,中式
8861,咖啡甜點
8863,台灣小吃/熱炒店
8864,台灣小吃/熱炒店
8867,咖啡甜點
8869,異國料理
8871,日式
8872,異國料理
8873,日式
8875,日式
8879,日式
8880,中式
8881,日式
8882,中式
8883,中式
8884,中式
8886,異國料理
8887,意式
8888,日式
8890,日式
8892,日式
8893,咖啡甜點
8894,咖啡甜點
8895,燒烤店
8896,素食
8897,素食
8899,早午餐
8900,早午餐
8901,咖啡甜點
8902,台灣小吃/熱炒店
8904,日式
8905,台灣小吃/熱炒店
8906,中式
8907,中式
8908,台灣小吃/熱炒店
8910,台灣小吃/熱炒店
8911,中式
8912,台灣小吃/熱炒店
8913,港式
8915,中式
8917,咖啡甜點
8918,意式
8920,意式
8921,台灣小吃/熱炒店
8922,台灣小吃/熱炒店
8923,台灣小吃/熱炒店
8927,台灣小吃/熱炒店
8928,韓式
8929,台灣小吃/熱炒店
8930,台灣小吃/熱炒店
8931,異國料理
8933,台灣小吃/熱炒店
8937,台灣小吃/熱炒店
8938,美式
8939,中式
8940,中式
8942,日式
8943,咖啡甜點
8946,素食
8947,素食
8948,台灣小吃/熱炒店
8950,酒吧/餐酒館
8953,台灣小吃/熱炒店
8954,南洋
8956,台灣小吃/熱炒店
8958,台灣小吃/熱炒店
8959,台灣小吃/熱炒店
8960,台灣小吃/熱炒店
8961,燒烤店
8963,台灣小吃/熱炒店
8964,日式
8965,咖啡甜點
8966,咖啡甜點
8967,日式
8968,火鍋
8969,台灣小吃/熱炒店
8971,日式
8972,日式
8973,日式
8977,日式
8978,日式
8979,日式
8980,中式
8981,日式
8982,日式
8983,台灣小吃/熱炒店
8985,日式
8986,日式
8987,日式
8988,日式
8989,日式
8990,日式
8991,日式
8993,台灣小吃/熱炒店
8996,台灣小吃/熱炒店
8998,咖啡甜點
9000,咖啡甜點
9001,火鍋
9002,咖啡甜點
9004,中式
9005,中式
9006,中式
9007,中式
9008,咖啡甜點
9010,咖啡甜點
9011,咖啡甜點
9014,咖啡甜點
9015,咖啡甜點
9016,咖啡甜點
9018,火鍋
9020,中式
9023,台灣小吃/熱炒店
9024,台灣小吃/熱炒店
9026,酒吧/餐酒館
9027,中式
9028,燒烤店
9030,異國料理
9031,早午餐
9032,早午餐
9033,早午餐
9037,中式
9042,中式
9044,咖啡甜點
9045,南洋
